,texto,tokens,texto_preprocesado,bigramas_spacy,texto_lematizado,polaridad
27,quiero tomar un momento para agradecerles de corazón por sus palabras y comentarios tan alentadoresustedes son mi motor y fuente de inspiración,"['quiero', 'tomar', 'momento', 'agradecerles', 'corazón', 'palabras', 'comentarios', 'alentadoresustedes', 'motor', 'fuente', 'inspiración']","['querer', 'tomar', 'momento', 'agradecerl', 'corazón', 'palabra', 'comentario', 'alentadoresusted', 'motor', 'fuente', 'inspiración']","[('quiero', 'tomar'), ('tomar', 'un'), ('un', 'momento'), ('momento', 'para'), ('para', 'agradecerles'), ('agradecerles', 'de'), ('de', 'corazón'), ('corazón', 'por'), ('por', 'sus'), ('sus', 'palabras'), ('palabras', 'y'), ('y', 'comentarios'), ('comentarios', 'tan'), ('tan', 'alentadoresustedes'), ('alentadoresustedes', 'son'), ('son', 'mi'), ('mi', 'motor'), ('motor', 'y'), ('y', 'fuente'), ('fuente', 'de'), ('de', 'inspiración')]",querer tomar uno momento para agradecerl de corazón por su palabra y comentario tanto alentadoresusted ser mi motor y fuente de inspiración,0.04628539924391885
30,caí en la tentación de subirme al  qué les parece,"['caí', 'tentación', 'subirme', 'parece']","['caer', 'tentación', 'subir yo']","[('caí', 'en'), ('en', 'la'), ('la', 'tentación'), ('tentación', 'de'), ('de', 'subirme'), ('subirme', 'al'), ('al', ' '), (' ', 'qué'), ('qué', 'les'), ('les', 'parece')]",caer en el tentación de subir yo al   qué él parecer,0.009237569025351992
33,hoy tuvimos el honor de recibir a la dra  en jalisco su compromiso con la cuarta transformación nos llena de inspiración apoyamos su liderazgo como coordinadora de defensa de la 4t,"['honor', 'recibir', 'jalisco', 'compromiso', 'cuarta', 'transformación', 'llena', 'inspiración', 'apoyamos', 'liderazgo', 'coordinadora', 'defensa']","['tener', 'honor', 'recibir', 'dra', 'jalisco', 'compromiso', 'cuarto', 'transformación', 'llenar', 'inspiración', 'apoyar', 'liderazgo', 'coordinadora', 'defensa', 't']","[('hoy', 'tuvimos'), ('tuvimos', 'el'), ('el', 'honor'), ('honor', 'de'), ('de', 'recibir'), ('recibir', 'a'), ('a', 'la'), ('la', 'dra'), ('dra', ' '), (' ', 'en'), ('en', 'jalisco'), ('jalisco', 'su'), ('su', 'compromiso'), ('compromiso', 'con'), ('con', 'la'), ('la', 'cuarta'), ('cuarta', 'transformación'), ('transformación', 'nos'), ('nos', 'llena'), ('llena', 'de'), ('de', 'inspiración'), ('inspiración', 'apoyamos'), ('apoyamos', 'su'), ('su', 'liderazgo'), ('liderazgo', 'como'), ('como', 'coordinadora'), ('coordinadora', 'de'), ('de', 'defensa'), ('defensa', 'de'), ('de', 'la'), ('la', '4'), ('4', 't')]",hoy tener el honor de recibir a el dra   en jalisco su compromiso con el cuarto transformación yo llenar de inspiración apoyar su liderazgo como coordinadora de defensa de el 4 t,0.0006357942417384595
36,saludando a una amiga de verdad la primera mujer en ocupar la mas alta responsabilidad en méxico la dra  ella es,"['saludando', 'amiga', 'verdad', 'primera', 'mujer', 'ocupar', 'mas', 'alta', 'responsabilidad', 'méxico']","['saludar', 'amiga', 'mujer', 'ocupar', 'alto', 'responsabilidad', 'méxico', 'dra']","[('saludando', 'a'), ('a', 'una'), ('una', 'amiga'), ('amiga', 'de'), ('de', 'verdad'), ('verdad', 'la'), ('la', 'primera'), ('primera', 'mujer'), ('mujer', 'en'), ('en', 'ocupar'), ('ocupar', 'la'), ('la', 'mas'), ('mas', 'alta'), ('alta', 'responsabilidad'), ('responsabilidad', 'en'), ('en', 'méxico'), ('méxico', 'la'), ('la', 'dra'), ('dra', ' '), (' ', 'ella'), ('ella', 'es')]",saludar a uno amiga de verdad el primero mujer en ocupar el mas alto responsabilidad en méxico el dra   él ser,0.0008569790514223059
39,llevo toda mi vida sirviendo a mi comunidad y hoy en el distrito 4 de zapopan recordé mis primeras visitas de trabajo social hace casi dos décadas de la mano de jóvenes que hoy son líderestodavía hay muchas carencias pero vamos a luchar con la conciencia y el corazón para transformar a jalisco y traer el bienestar a todas las familias,"['llevo', 'toda', 'vida', 'sirviendo', 'comunidad', 'distrito', 'zapopan', 'recordé', 'primeras', 'visitas', 'trabajo', 'social', 'hace', 'casi', 'dos', 'décadas', 'mano', 'jóvenes', 'líderestodavía', 'muchas', 'carencias', 'vamos', 'luchar', 'conciencia', 'corazón', 'transformar', 'jalisco', 'traer', 'bienestar', 'todas', 'familias']","['llevar', 'vida', 'servir', 'comunidad', 'distrito', 'zapopan', 'recordé', 'primero', 'visita', 'trabajo', 'social', 'década', 'mano', 'joven', 'líderestodavir', 'carencia', 'luchar', 'conciencia', 'corazón', 'transformar', 'jalisco', 'traer', 'bienestar', 'familia']","[('llevo', 'toda'), ('toda', 'mi'), ('mi', 'vida'), ('vida', 'sirviendo'), ('sirviendo', 'a'), ('a', 'mi'), ('mi', 'comunidad'), ('comunidad', 'y'), ('y', 'hoy'), ('hoy', 'en'), ('en', 'el'), ('el', 'distrito'), ('distrito', '4'), ('4', 'de'), ('de', 'zapopan'), ('zapopan', 'recordé'), ('recordé', 'mis'), ('mis', 'primeras'), ('primeras', 'visitas'), ('visitas', 'de'), ('de', 'trabajo'), ('trabajo', 'social'), ('social', 'hace'), ('hace', 'casi'), ('casi', 'dos'), ('dos', 'décadas'), ('décadas', 'de'), ('de', 'la'), ('la', 'mano'), ('mano', 'de'), ('de', 'jóvenes'), ('jóvenes', 'que'), ('que', 'hoy'), ('hoy', 'son'), ('son', 'líderestodavía'), ('líderestodavía', 'hay'), ('hay', 'muchas'), ('muchas', 'carencias'), ('carencias', 'pero'), ('pero', 'vamos'), ('vamos', 'a'), ('a', 'luchar'), ('luchar', 'con'), ('con', 'la'), ('la', 'conciencia'), ('conciencia', 'y'), ('y', 'el'), ('el', 'corazón'), ('corazón', 'para'), ('para', 'transformar'), ('transformar', 'a'), ('a', 'jalisco'), ('jalisco', 'y'), ('y', 'traer'), ('traer', 'el'), ('el', 'bienestar'), ('bienestar', 'a'), ('a', 'todas'), ('todas', 'las'), ('las', 'familias')]",llevar todo mi vida servir a mi comunidad y hoy en el distrito 4 de zapopan recordé mi primero visita de trabajo social hacer casi dos década de el mano de joven que hoy ser líderestodavir haber mucho carencia pero ir a luchar con el conciencia y el corazón para transformar a jalisco y traer el bienestar a todo el familia,4.0215000436865097e-05
42,las mujeres de jalisco merecen vivir libres plenas y con dignidad hagamos de este sueno una realidad,"['mujeres', 'jalisco', 'merecen', 'vivir', 'libres', 'plenas', 'dignidad', 'hagamos', 'sueno', 'realidad']","['mujer', 'jalisco', 'merecer', 'vivir', 'libre', 'plena', 'dignidad', 'hacer', 'sueno', 'realidad']","[('las', 'mujeres'), ('mujeres', 'de'), ('de', 'jalisco'), ('jalisco', 'merecen'), ('merecen', 'vivir'), ('vivir', 'libres'), ('libres', 'plenas'), ('plenas', 'y'), ('y', 'con'), ('con', 'dignidad'), ('dignidad', 'hagamos'), ('hagamos', 'de'), ('de', 'este'), ('este', 'sueno'), ('sueno', 'una'), ('una', 'realidad')]",el mujer de jalisco merecer vivir libre plena y con dignidad hacer de este sueno uno realidad,0.03878963139842606
45,el día de hoy tengo el honor de compartir un diálogo con militantes y simpatizantes de morena en teuchitlán en esta reunión les hablo sobre mi compromiso con la cuarta transformación y por qué motivo aspiro a coordinar los comités de defensa de la  en jaliscollevo casi 20 años comprometido en esta lucha por un méxico mejor y ahora más que nunca aspiro a que esta transformación llegue a nuestro estado en buenas manosjuntos seremos el motor de la esperanza y la transformación para jalisco,"['honor', 'compartir', 'diálogo', 'militantes', 'simpatizantes', 'morena', 'teuchitlán', 'reunión', 'hablo', 'compromiso', 'cuarta', 'transformación', 'motivo', 'aspiro', 'coordinar', 'comités', 'defensa', 'jaliscollevo', 'casi', 'años', 'comprometido', 'lucha', 'méxico', 'mejor', 'ahora', 'nunca', 'aspiro', 'transformación', 'llegue', 'buenas', 'manosjuntos', 'motor', 'esperanza', 'transformación', 'jalisco']","['honor', 'compartir', 'diálogo', 'militante', 'simpatizante', 'morena', 'teuchitlán', 'reunión', 'hablar', 'compromiso', 'cuarto', 'transformación', 'motivo', 'aspirar', 'coordinar', 'comités', 'defensa', 'jaliscollevo', 'año', 'comprometido', 'lucha', 'méxico', 'aspirar', 'transformación', 'llegar', 'manosjuntos', 'serer', 'motor', 'esperanza', 'transformación', 'jalisco']","[('el', 'día'), ('día', 'de'), ('de', 'hoy'), ('hoy', 'tengo'), ('tengo', 'el'), ('el', 'honor'), ('honor', 'de'), ('de', 'compartir'), ('compartir', 'un'), ('un', 'diálogo'), ('diálogo', 'con'), ('con', 'militantes'), ('militantes', 'y'), ('y', 'simpatizantes'), ('simpatizantes', 'de'), ('de', 'morena'), ('morena', 'en'), ('en', 'teuchitlán'), ('teuchitlán', 'en'), ('en', 'esta'), ('esta', 'reunión'), ('reunión', 'les'), ('les', 'hablo'), ('hablo', 'sobre'), ('sobre', 'mi'), ('mi', 'compromiso'), ('compromiso', 'con'), ('con', 'la'), ('la', 'cuarta'), ('cuarta', 'transformación'), ('transformación', 'y'), ('y', 'por'), ('por', 'qué'), ('qué', 'motivo'), ('motivo', 'aspiro'), ('aspiro', 'a'), ('a', 'coordinar'), ('coordinar', 'los'), ('los', 'comités'), ('comités', 'de'), ('de', 'defensa'), ('defensa', 'de'), ('de', 'la'), ('la', ' '), (' ', 'en'), ('en', 'jaliscollevo'), ('jaliscollevo', 'casi'), ('casi', '20'), ('20', 'años'), ('años', 'comprometido'), ('comprometido', 'en'), ('en', 'esta'), ('esta', 'lucha'), ('lucha', 'por'), ('por', 'un'), ('un', 'méxico'), ('méxico', 'mejor'), ('mejor', 'y'), ('y', 'ahora'), ('ahora', 'más'), ('más', 'que'), ('que', 'nunca'), ('nunca', 'aspiro'), ('aspiro', 'a'), ('a', 'que'), ('que', 'esta'), ('esta', 'transformación'), ('transformación', 'llegue'), ('llegue', 'a'), ('a', 'nuestro'), ('nuestro', 'estado'), ('estado', 'en'), ('en', 'buenas'), ('buenas', 'manosjuntos'), ('manosjuntos', 'seremos'), ('seremos', 'el'), ('el', 'motor'), ('motor', 'de'), ('de', 'la'), ('la', 'esperanza'), ('esperanza', 'y'), ('y', 'la'), ('la', 'transformación'), ('transformación', 'para'), ('para', 'jalisco')]",el día de hoy tener el honor de compartir uno diálogo con militante y simpatizante de morena en teuchitlán en este reunión él hablar sobre mi compromiso con el cuarto transformación y por qué motivo aspirar a coordinar el comités de defensa de el   en jaliscollevo casi 20 año comprometido en este lucha por uno méxico mejor y ahora más que nunca aspirar a que este transformación llegar a nuestro estado en buena manosjuntos serer el motor de el esperanza y el transformación para jalisco,1.197133952010012e-13
48,con perseverancia compromiso y mucho trabajo los sueños se cumplen,"['perseverancia', 'compromiso', 'trabajo', 'sueños', 'cumplen']","['perseverancia', 'compromiso', 'trabajo', 'sueño', 'cumplir']","[('con', 'perseverancia'), ('perseverancia', 'compromiso'), ('compromiso', 'y'), ('y', 'mucho'), ('mucho', 'trabajo'), ('trabajo', 'los'), ('los', 'sueños'), ('sueños', 'se'), ('se', 'cumplen')]",con perseverancia compromiso y mucho trabajo el sueño él cumplir,0.11661756852309839
51,en 2017 mi amigo y maestro andrés manuel lópez obrador escribió este libro poniendo claro su proyecto alternativo de nación a seis años y listos para la siguiente transformación sólo puedo decirmisión cumplida presidente,"['amigo', 'maestro', 'andrés', 'manuel', 'lópez', 'obrador', 'escribió', 'libro', 'poniendo', 'claro', 'proyecto', 'alternativo', 'nación', 'seis', 'años', 'listos', 'siguiente', 'transformación', 'sólo', 'puedo', 'decirmisión', 'cumplida', 'presidente']","['amigo', 'maestro', 'andrés', 'manuel', 'lópez', 'obrador', 'escribir', 'libro', 'poner', 'proyecto', 'alternativo', 'nación', 'año', 'listo', 'transformación', 'decirmisión', 'cumplido', 'presidente']","[('en', '2017'), ('2017', 'mi'), ('mi', 'amigo'), ('amigo', 'y'), ('y', 'maestro'), ('maestro', 'andrés'), ('andrés', 'manuel'), ('manuel', 'lópez'), ('lópez', 'obrador'), ('obrador', 'escribió'), ('escribió', 'este'), ('este', 'libro'), ('libro', 'poniendo'), ('poniendo', 'claro'), ('claro', 'su'), ('su', 'proyecto'), ('proyecto', 'alternativo'), ('alternativo', 'de'), ('de', 'nación'), ('nación', 'a'), ('a', 'seis'), ('seis', 'años'), ('años', 'y'), ('y', 'listos'), ('listos', 'para'), ('para', 'la'), ('la', 'siguiente'), ('siguiente', 'transformación'), ('transformación', 'sólo'), ('sólo', 'puedo'), ('puedo', 'decirmisión'), ('decirmisión', 'cumplida'), ('cumplida', 'presidente')]",en 2017 mi amigo y maestro andrés manuel lópez obrador escribir este libro poner claro su proyecto alternativo de nación a seis año y listo para el siguiente transformación sólo poder decirmisión cumplido presidente,0.00016545925240832085
54,los quioscos de jalisco están llenos de historia y recuerdosa ver cuáles reconocen de estas fotos,"['quioscos', 'jalisco', 'llenos', 'historia', 'recuerdosa', 'ver', 'cuáles', 'reconocen', 'fotos']","['quiosco', 'jalisco', 'lleno', 'historia', 'recuerdós', 'reconocer', 'foto']","[('los', 'quioscos'), ('quioscos', 'de'), ('de', 'jalisco'), ('jalisco', 'están'), ('están', 'llenos'), ('llenos', 'de'), ('de', 'historia'), ('historia', 'y'), ('y', 'recuerdosa'), ('recuerdosa', 'ver'), ('ver', 'cuáles'), ('cuáles', 'reconocen'), ('reconocen', 'de'), ('de', 'estas'), ('estas', 'fotos')]",el quiosco de jalisco estar lleno de historia y recuerdós ver cuál reconocer de este foto,0.006399066924193634
57,con el pueblo todo por el pueblo todo,"['pueblo', 'pueblo']","['pueblo', 'pueblo']","[('con', 'el'), ('el', 'pueblo'), ('pueblo', 'todo'), ('todo', 'por'), ('por', 'el'), ('el', 'pueblo'), ('pueblo', 'todo')]",con el pueblo todo por el pueblo todo,0.3257948688365802
60,no podemos cerrar los ojos ante la injusticia la brecha salarial de género persiste y no podemos permitir que eso siga pasando,"['podemos', 'cerrar', 'ojos', 'injusticia', 'brecha', 'salarial', 'género', 'persiste', 'podemos', 'permitir', 'siga', 'pasando']","['cerrar', 'ojo', 'injusticia', 'brecha', 'salarial', 'género', 'persir', 'permitir', 'seguir', 'pasar']","[('no', 'podemos'), ('podemos', 'cerrar'), ('cerrar', 'los'), ('los', 'ojos'), ('ojos', 'ante'), ('ante', 'la'), ('la', 'injusticia'), ('injusticia', 'la'), ('la', 'brecha'), ('brecha', 'salarial'), ('salarial', 'de'), ('de', 'género'), ('género', 'persiste'), ('persiste', 'y'), ('y', 'no'), ('no', 'podemos'), ('podemos', 'permitir'), ('permitir', 'que'), ('que', 'eso'), ('eso', 'siga'), ('siga', 'pasando')]",no poder cerrar el ojo ante el injusticia el brecha salarial de género persir y no poder permitir que ese seguir pasar,1.8814791311727766e-05
63,todo se puede lograr si trabajamos con convicción y honestidadhagamos posibles nuestros sueños,"['puede', 'lograr', 'trabajamos', 'convicción', 'honestidadhagamos', 'posibles', 'sueños']","['lograr', 'trabajar', 'convicción', 'honestidadhagar', 'posible', 'sueños']","[('todo', 'se'), ('se', 'puede'), ('puede', 'lograr'), ('lograr', 'si'), ('si', 'trabajamos'), ('trabajamos', 'con'), ('con', 'convicción'), ('convicción', 'y'), ('y', 'honestidadhagamos'), ('honestidadhagamos', 'posibles'), ('posibles', 'nuestros'), ('nuestros', 'sueños')]",todo él poder lograr si trabajar con convicción y honestidadhagar posible nuestro sueños,0.12860887795734677
