,texto,tokens
27,quiero tomar un momento para agradecerles de corazón por sus palabras y comentarios tan alentadores.¡ustedes son mi motor y fuente de inspiración!,"['quiero', 'tomar', 'un', 'momento', 'para', 'agradecerles', 'de', 'corazón', 'por', 'sus', 'palabras', 'y', 'comentarios', 'tan', 'alentadores', 'ustedes', 'son', 'mi', 'motor', 'y', 'fuente', 'de', 'inspiración']"
30,caí en la tentación de subirme al . ¿qué les parece?,"['caí', 'en', 'la', 'tentación', 'de', 'subirme', 'al', 'qué', 'les', 'parece']"
33,hoy tuvimos el honor de recibir a la dra.  en jalisco. su compromiso con la cuarta transformación nos llena de inspiración. ¡apoyamos su liderazgo como coordinadora de defensa de la 4t!,"['hoy', 'tuvimos', 'el', 'honor', 'de', 'recibir', 'a', 'la', 'dra', 'en', 'jalisco', 'su', 'compromiso', 'con', 'la', 'cuarta', 'transformación', 'nos', 'llena', 'de', 'inspiración', 'apoyamos', 'su', 'liderazgo', 'como', 'coordinadora', 'de', 'defensa', 'de', 'la', '4t']"
36,"saludando a una amiga de verdad, la primera mujer en ocupar la mas alta responsabilidad en méxico: la dra.  ¡ella es!","['saludando', 'a', 'una', 'amiga', 'de', 'verdad', 'la', 'primera', 'mujer', 'en', 'ocupar', 'la', 'mas', 'alta', 'responsabilidad', 'en', 'méxico', 'la', 'dra', 'ella', 'es']"
39,"llevo toda mi vida sirviendo a mi comunidad, y hoy, en el distrito 4 de zapopan, recordé mis primeras visitas de trabajo social hace casi dos décadas, de la mano de jóvenes que hoy son líderes.todavía hay muchas carencias, pero vamos a luchar, con la conciencia y el corazón, para transformar a jalisco y traer el bienestar a todas las familias.","['llevo', 'toda', 'mi', 'vida', 'sirviendo', 'a', 'mi', 'comunidad', 'y', 'hoy', 'en', 'el', 'distrito', '4', 'de', 'zapopan', 'recordé', 'mis', 'primeras', 'visitas', 'de', 'trabajo', 'social', 'hace', 'casi', 'dos', 'décadas', 'de', 'la', 'mano', 'de', 'jóvenes', 'que', 'hoy', 'son', 'líderes', 'todavía', 'hay', 'muchas', 'carencias', 'pero', 'vamos', 'a', 'luchar', 'con', 'la', 'conciencia', 'y', 'el', 'corazón', 'para', 'transformar', 'a', 'jalisco', 'y', 'traer', 'el', 'bienestar', 'a', 'todas', 'las', 'familias']"
42,"las mujeres de jalisco merecen vivir libres, plenas y con dignidad. hagamos de este sueño una realidad.","['las', 'mujeres', 'de', 'jalisco', 'merecen', 'vivir', 'libres', 'plenas', 'y', 'con', 'dignidad', 'hagamos', 'de', 'este', 'suen', 'o', 'una', 'realidad']"
45,"el día de hoy tengo el honor de compartir un diálogo con militantes y simpatizantes de morena en teuchitlán. en esta reunión, les hablo sobre mi compromiso con la cuarta transformación y por qué motivo aspiro a coordinar los comités de defensa de la  en jalisco.llevo casi 20 años comprometido en esta lucha por un méxico mejor, y ahora, más que nunca, aspiro a que esta transformación llegue a nuestro estado en buenas manos.juntos, seremos el motor de la esperanza y la transformación para jalisco.","['el', 'día', 'de', 'hoy', 'tengo', 'el', 'honor', 'de', 'compartir', 'un', 'diálogo', 'con', 'militantes', 'y', 'simpatizantes', 'de', 'morena', 'en', 'teuchitlán', 'en', 'esta', 'reunión', 'les', 'hablo', 'sobre', 'mi', 'compromiso', 'con', 'la', 'cuarta', 'transformación', 'y', 'por', 'qué', 'motivo', 'aspiro', 'a', 'coordinar', 'los', 'comités', 'de', 'defensa', 'de', 'la', 'en', 'jalisco', 'llevo', 'casi', '20', 'años', 'comprometido', 'en', 'esta', 'lucha', 'por', 'un', 'méxico', 'mejor', 'y', 'ahora', 'más', 'que', 'nunca', 'aspiro', 'a', 'que', 'esta', 'transformación', 'llegue', 'a', 'nuestro', 'estado', 'en', 'buenas', 'manos', 'juntos', 'seremos', 'el', 'motor', 'de', 'la', 'esperanza', 'y', 'la', 'transformación', 'para', 'jalisco']"
48,"con perseverancia, compromiso y mucho trabajo, los sueños se cumplen.","['con', 'perseverancia', 'compromiso', 'y', 'mucho', 'trabajo', 'los', 'sueños', 'se', 'cumplen']"
51,"en 2017, mi amigo y maestro andrés manuel lópez obrador escribió este libro, poniendo claro su proyecto alternativo de nación. a seis años, y listos para la siguiente transformación, sólo puedo decir:misión cumplida, presidente.","['en', '2017', 'mi', 'amigo', 'y', 'maestro', 'andrés', 'manuel', 'lópez', 'obrador', 'escribió', 'este', 'libro', 'poniendo', 'claro', 'su', 'proyecto', 'alternativo', 'de', 'nación', 'a', 'seis', 'años', 'y', 'listos', 'para', 'la', 'siguiente', 'transformación', 'sólo', 'puedo', 'decir', 'misión', 'cumplida', 'presidente']"
54,"los quioscos de jalisco están llenos de historia y recuerdos.a ver, ¿cuáles reconocen de estas fotos?","['los', 'quioscos', 'de', 'jalisco', 'están', 'llenos', 'de', 'historia', 'y', 'recuerdos', 'a', 'ver', 'cuáles', 'reconocen', 'de', 'estas', 'fotos']"
57,"con el pueblo todo, por el pueblo todo.","['con', 'el', 'pueblo', 'todo', 'por', 'el', 'pueblo', 'todo']"
60,no podemos cerrar los ojos ante la injusticia. la brecha salarial de género persiste y no podemos permitir que eso siga pasando.,"['no', 'podemos', 'cerrar', 'los', 'ojos', 'ante', 'la', 'injusticia', 'la', 'brecha', 'salarial', 'de', 'género', 'persiste', 'y', 'no', 'podemos', 'permitir', 'que', 'eso', 'siga', 'pasando']"
63,todo se puede lograr si trabajamos con convicción y honestidad.¡hagamos posibles nuestros sueños!,"['todo', 'se', 'puede', 'lograr', 'si', 'trabajamos', 'con', 'convicción', 'y', 'honestidad', 'hagamos', 'posibles', 'nuestros', 'sueños']"
66,"aquí estoy, con la cabeza en alto y el corazón encendido, a punto de alcanzar este sueño.¡vamos unidos por la esperanza! ¡vamos unidos por jalisco! ¡vamos unidos por méxico!","['aquí', 'estoy', 'con', 'la', 'cabeza', 'en', 'alto', 'y', 'el', 'corazón', 'encendido', 'a', 'punto', 'de', 'alcanzar', 'este', 'sueño', 'vamos', 'unidos', 'por', 'la', 'esperanza', 'vamos', 'unidos', 'por', 'jalisco', 'vamos', 'unidos', 'por', 'méxico']"
69,"hoy estamos ante un proyecto que arrancamos hace 19 años; que ha soportado innumerables ataques y descalificaciones. pero nada nos ha detenido, y aquí estoy con la cabeza en alto y el corazón encendido a punto de alcanzar el sueño. la esperanza es lo que nos ha mantenido en todos estos años, luchando, trabajando y construyendo este gran movimiento de transformación que hoy exigen las y los jaliscienses. estamos preparados, estamos listos, y estamos deseosos de arrancar porque jalisco nos está llamando. hoy les anuncio que me he registrado para ser el coordinador de la defensa de la cuarta transformación en jalisco.","['hoy', 'estamos', 'ante', 'un', 'proyecto', 'que', 'arrancamos', 'hace', '19', 'años', 'que', 'ha', 'soportado', 'innumerables', 'ataques', 'y', 'descalificaciones', 'pero', 'nada', 'nos', 'ha', 'detenido', 'y', 'aquí', 'estoy', 'con', 'la', 'cabeza', 'en', 'alto', 'y', 'el', 'corazón', 'encendido', 'a', 'punto', 'de', 'alcanzar', 'el', 'sueño', 'la', 'esperanza', 'es', 'lo', 'que', 'nos', 'ha', 'mantenido', 'en', 'todos', 'estos', 'años', 'luchando', 'trabajando', 'y', 'construyendo', 'este', 'gran', 'movimiento', 'de', 'transformación', 'que', 'hoy', 'exigen', 'las', 'y', 'los', 'jaliscienses', 'estamos', 'preparados', 'estamos', 'listos', 'y', 'estamos', 'deseosos', 'de', 'arrancar', 'porque', 'jalisco', 'nos', 'está', 'llamando', 'hoy', 'les', 'anuncio', 'que', 'me', 'he', 'registrado', 'para', 'ser', 'el', 'coordinador', 'de', 'la', 'defensa', 'de', 'la', 'cuarta', 'transformación', 'en', 'jalisco']"
72,la honestidad es la mejor virtud que podemos heredar a nuestras hijas e hijos. ¡la verdad nos hará libres!,"['la', 'honestidad', 'es', 'la', 'mejor', 'virtud', 'que', 'podemos', 'heredar', 'a', 'nuestras', 'hijas', 'e', 'hijos', 'la', 'verdad', 'nos', 'hará', 'libres']"
75,"guadalajara es el alma de jalisco y el corazón de méxico: el centro de una zona metropolitana con mucho potencial, pero también con muchos problemas y desigualdades.recuperemos el orgullo que nos da ser de la perla de occidente.","['guadalajara', 'es', 'el', 'alma', 'de', 'jalisco', 'y', 'el', 'corazón', 'de', 'méxico', 'el', 'centro', 'de', 'una', 'zona', 'metropolitana', 'con', 'mucho', 'potencial', 'pero', 'también', 'con', 'muchos', 'problemas', 'y', 'desigualdades', 'recuperemos', 'el', 'orgullo', 'que', 'nos', 'da', 'ser', 'de', 'la', 'perla', 'de', 'occidente']"
78,"cuando se trata de defender a jalisco, no hay vuelta atrás. siempre estaré aquí, firme y sin titubeos, dispuesto a enfrentar a los malos gobiernos naranjas. ¡juntos construiremos un jalisco mejor!","['cuando', 'se', 'trata', 'de', 'defender', 'a', 'jalisco', 'no', 'hay', 'vuelta', 'atrás', 'siempre', 'estaré', 'aquí', 'firme', 'y', 'sin', 'titubeos', 'dispuesto', 'a', 'enfrentar', 'a', 'los', 'malos', 'gobiernos', 'naranjas', 'juntos', 'construiremos', 'un', 'jalisco', 'mejor']"
81,solamente sumando esfuerzos se puede lograr el objetivo de transformar jalisco.me siento muy agradecido con el gran recibimiento y las muestras de apoyo que nos hicieron vecinas y vecinos del parque del refugio. la gente pide un cambio ¡se ve y se siente!,"['solamente', 'sumando', 'esfuerzos', 'se', 'puede', 'lograr', 'el', 'objetivo', 'de', 'transformar', 'jalisco', 'me', 'siento', 'muy', 'agradecido', 'con', 'el', 'gran', 'recibimiento', 'y', 'las', 'muestras', 'de', 'apoyo', 'que', 'nos', 'hicieron', 'vecinas', 'y', 'vecinos', 'del', 'parque', 'del', 'refugio', 'la', 'gente', 'pide', 'un', 'cambio', 'se', 've', 'y', 'se', 'siente']"
84,"esta transformación está avanzando en todo el país y ya nadie la detiene; es el momento de que se escuche la voz de jalisco y de quienes queremos un estado de bienestar, tranquilidad y prosperidad.¡en 2024, nuestro destino está en nuestras manos!","['esta', 'transformación', 'está', 'avanzando', 'en', 'todo', 'el', 'país', 'y', 'ya', 'nadie', 'la', 'detiene', 'es', 'el', 'momento', 'de', 'que', 'se', 'escuche', 'la', 'voz', 'de', 'jalisco', 'y', 'de', 'quienes', 'queremos', 'un', 'estado', 'de', 'bienestar', 'tranquilidad', 'y', 'prosperidad', 'en', '2024', 'nuestro', 'destino', 'está', 'en', 'nuestras', 'manos']"
87,"con tu mano y con mi mano, juntos podemos construir el jalisco que nos merecemos.¡vamos adelante!","['con', 'tu', 'mano', 'y', 'con', 'mi', 'mano', 'juntos', 'podemos', 'construir', 'el', 'jalisco', 'que', 'nos', 'merecemos', 'vamos', 'adelante']"
90,"el día de hoy tuve la oportunidad de acompañar a mi amigo  en su segundo informe como presidente municipal de puerto vallarta. desde el inicio de su administración, el profe ha demostrado su compromiso con la gente, al poner al centro de su gobierno, los principios que definen a la cuarta transformación. ¡enhorabuena, profe!","['el', 'día', 'de', 'hoy', 'tuve', 'la', 'oportunidad', 'de', 'acompañar', 'a', 'mi', 'amigo', 'en', 'su', 'segundo', 'informe', 'como', 'presidente', 'municipal', 'de', 'puerto', 'vallarta', 'desde', 'el', 'inicio', 'de', 'su', 'administración', 'el', 'profe', 'ha', 'demostrado', 'su', 'compromiso', 'con', 'la', 'gente', 'al', 'poner', 'al', 'centro', 'de', 'su', 'gobierno', 'los', 'principios', 'que', 'definen', 'a', 'la', 'cuarta', 'transformación', 'enhorabuena', 'profe']"
93,los lonches del mercado corona son una joya culinaria en guadalajara. ¿ya los probaste? les prometo que les van a encantar.,"['los', 'lonches', 'del', 'mercado', 'corona', 'son', 'una', 'joya', 'culinaria', 'en', 'guadalajara', 'ya', 'los', 'probaste', 'les', 'prometo', 'que', 'les', 'van', 'a', 'encantar']"
96,nos merecemos un gobierno que sí pueda cumplir su palabra.les comparto esta reflexión:,"['nos', 'merecemos', 'un', 'gobierno', 'que', 'sí', 'pueda', 'cumplir', 'su', 'palabra', 'les', 'comparto', 'esta', 'reflexión']"
99,"siempre he luchado y trabajado por mis sueños, pero no lo he hecho solo, he estado acompañado de grandes personas que me han ayudado a conseguirlos.les comparto la segunda parte del  con mi amigo el dr. óscar lomelí.","['siempre', 'he', 'luchado', 'y', 'trabajado', 'por', 'mis', 'sueños', 'pero', 'no', 'lo', 'he', 'hecho', 'solo', 'he', 'estado', 'acompañado', 'de', 'grandes', 'personas', 'que', 'me', 'han', 'ayudado', 'a', 'conseguirlos', 'les', 'comparto', 'la', 'segunda', 'parte', 'del', 'con', 'mi', 'amigo', 'el', 'dr', 'óscar', 'lomelí']"
102,"esta mañana participé en la tercera sesión ordinaria del consejo nacional morena, donde se entregó la constancia que acredita a mi amiga  como la coordinadora de los comités de defensa de la 4t.en ese contexto, claudia nos instó a establecer comités de defensa en todo el país para lograr la unidad y promover los logros del gobierno del presidente . en  tenemos un arduo trabajo por delante y continuaremos construyendo un mejor futuro para el país.","['esta', 'mañana', 'participé', 'en', 'la', 'tercera', 'sesión', 'ordinaria', 'del', 'consejo', 'nacional', 'morena', 'donde', 'se', 'entregó', 'la', 'constancia', 'que', 'acredita', 'a', 'mi', 'amiga', 'como', 'la', 'coordinadora', 'de', 'los', 'comités', 'de', 'defensa', 'de', 'la', '4t', 'en', 'ese', 'contexto', 'claudia', 'nos', 'instó', 'a', 'establecer', 'comités', 'de', 'defensa', 'en', 'todo', 'el', 'país', 'para', 'lograr', 'la', 'unidad', 'y', 'promover', 'los', 'logros', 'del', 'gobierno', 'del', 'presidente', 'en', 'tenemos', 'un', 'arduo', 'trabajo', 'por', 'delante', 'y', 'continuaremos', 'construyendo', 'un', 'mejor', 'futuro', 'para', 'el', 'país']"
105,¡listo para acompañar a nuestra compañera  en el consejo nacional de morena!,"['listo', 'para', 'acompañar', 'a', 'nuestra', 'compañera', 'en', 'el', 'consejo', 'nacional', 'de', 'morena']"
