,texto,tokens
41,"en tepa y todos los altos hay gente trabajadora, buena y dedicada, que con o sin apoyo, han sabido construir una de las regiones más fértiles y productivas de méxico y de toda américa. 

¡gracias por recibirme este domingo!","['en', 'tepa', 'y', 'todos', 'los', 'altos', 'hay', 'gente', 'trabajadora', 'buena', 'y', 'dedicada', 'que', 'con', 'o', 'sin', 'apoyo', 'han', 'sabido', 'construir', 'una', 'de', 'las', 'regiones', 'más', 'fértiles', 'y', 'productivas', 'de', 'méxico', 'y', 'de', 'toda', 'américa', 'gracias', 'por', 'recibirme', 'este', 'domingo']"
42,"les presento la cara de la corrupción, les presento al señor que vende fentanilo","['les', 'presento', 'la', 'cara', 'de', 'la', 'corrupción', 'les', 'presento', 'al', 'señor', 'que', 'vende', 'fentanilo']"
43,pudiendo dar un golpe maestro hacen una pendejada que los deja igual que no hacer nada.,"['pudiendo', 'dar', 'un', 'golpe', 'maestro', 'hacen', 'una', 'pendejada', 'que', 'los', 'deja', 'igual', 'que', 'no', 'hacer', 'nada']"
44,9,['9']
45,le gustan los huevos con chorizo,"['le', 'gustan', 'los', 'huevos', 'con', 'chorizo']"
46,"no sé para que te haces tonta, todos sabemos que siempre andas en andares con","['no', 'sé', 'para', 'que', 'te', 'haces', 'tonta', 'todos', 'sabemos', 'que', 'siempre', 'andas', 'en', 'andares', 'con']"
47,yo creo que gana don antonio,"['yo', 'creo', 'que', 'gana', 'don', 'antonio']"
48,pues que ponga su consultorio pero no gobernará jalisco,"['pues', 'que', 'ponga', 'su', 'consultorio', 'pero', 'no', 'gobernará', 'jalisco']"
49,1,['1']
50,y qué es ? un corrupto ratero ...,"['y', 'qué', 'es', 'un', 'corrupto', 'ratero']"
51,jajaja,['jajaja']
52,o puedes estar trabajando y quitarte tu patrimonio,"['o', 'puedes', 'estar', 'trabajando', 'y', 'quitarte', 'tu', 'patrimonio']"
53,"haber pendejos, por está deuda no van a chistar, sirvan para algo, quieren que los tomen en serio portarse como hombres y manifieste su inconformidad para está deuda.","['haber', 'pendejos', 'por', 'está', 'deuda', 'no', 'van', 'a', 'chistar', 'sirvan', 'para', 'algo', 'quieren', 'que', 'los', 'tomen', 'en', 'serio', 'portarse', 'como', 'hombres', 'y', 'manifieste', 'su', 'inconformidad', 'para', 'está', 'deuda']"
54,3,['3']
55,nos vemos mañana,"['nos', 'vemos', 'mañana']"
56,"pero ya todos sabemos que los varones van en tu cama...
con tu esposa","['pero', 'ya', 'todos', 'sabemos', 'que', 'los', 'varones', 'van', 'en', 'tu', 'cama', 'con', 'tu', 'esposa']"
57,rata asquerosa,"['rata', 'asquerosa']"
58,eres una mmada doctor corrupto.,"['eres', 'una', 'mmada', 'doctor', 'corrupto']"
59,porque es mejor opción? porque trae la escuela de robar y robar junto a sus hermanos ? que no debemos olvidar que ellos tres son equipo y uno de ellos anda de  suplente de lemus votar por ella es solo darle continuidad a mc,"['porque', 'es', 'mejor', 'opción', 'porque', 'trae', 'la', 'escuela', 'de', 'robar', 'y', 'robar', 'junto', 'a', 'sus', 'hermanos', 'que', 'no', 'debemos', 'olvidar', 'que', 'ellos', 'tres', 'son', 'equipo', 'y', 'uno', 'de', 'ellos', 'anda', 'de', 'suplente', 'de', 'lemus', 'votar', 'por', 'ella', 'es', 'solo', 'darle', 'continuidad', 'a', 'mc']"
60,cualquiera le gana a los rateros de movimiento ciudadano!,"['cualquiera', 'le', 'gana', 'a', 'los', 'rateros', 'de', 'movimiento', 'ciudadano']"
61,79,['79']
62,¿se refiere al olor a caca?,"['se', 'refiere', 'al', 'olor', 'a', 'caca']"
63,"muy ""interesante y orgánica"" la organización y cobijo que le brindan varios funcionarios.

al parecer no será difícil elegir a uno o a una como candidata en un municipio del oriente.

mientras tanto, biba el","['muy', 'interesante', 'y', 'orgánica', 'la', 'organización', 'y', 'cobijo', 'que', 'le', 'brindan', 'varios', 'funcionarios', 'al', 'parecer', 'no', 'será', 'difícil', 'elegir', 'a', 'uno', 'o', 'a', 'una', 'como', 'candidata', 'en', 'un', 'municipio', 'del', 'oriente', 'mientras', 'tanto', 'biba', 'el']"
64,en jalisco la respuesta es,"['en', 'jalisco', 'la', 'respuesta', 'es']"
65,conocer de cerca a la gente y sus historias me motiva y me llena de vida. es un privilegio estar y compartir con ustedes. gracias por inspirarme todos los días.,"['conocer', 'de', 'cerca', 'a', 'la', 'gente', 'y', 'sus', 'historias', 'me', 'motiva', 'y', 'me', 'llena', 'de', 'vida', 'es', 'un', 'privilegio', 'estar', 'y', 'compartir', 'con', 'ustedes', 'gracias', 'por', 'inspirarme', 'todos', 'los', 'días']"
66,41,['41']
67,a perder,"['a', 'perder']"
68,la maestra clara también tiene cuenta es,"['la', 'maestra', 'clara', 'también', 'tiene', 'cuenta', 'es']"
69,"no me fue mal, le atine a cinco","['no', 'me', 'fue', 'mal', 'le', 'atine', 'a', 'cinco']"
70,y también se respira el fentanilo que vendiste a nuestros jóvenes.,"['y', 'también', 'se', 'respira', 'el', 'fentanilo', 'que', 'vendiste', 'a', 'nuestros', 'jóvenes']"
71,buen día don corrupto,"['buen', 'día', 'don', 'corrupto']"
72,"cuánta ignorancia se ve al apoyar ese movimiento de cuarta, no saben hacer bien las cosas y tristemente gente neofita los sigue apoyando, por conveniencia y porque los amenazan con quitarles los programas sociales","['cuánta', 'ignorancia', 'se', 've', 'al', 'apoyar', 'ese', 'movimiento', 'de', 'cuarta', 'no', 'saben', 'hacer', 'bien', 'las', 'cosas', 'y', 'tristemente', 'gente', 'neofita', 'los', 'sigue', 'apoyando', 'por', 'conveniencia', 'y', 'porque', 'los', 'amenazan', 'con', 'quitarles', 'los', 'programas', 'sociales']"
73,"en encuestas realizadas en la zmg y al interior del estado durante las 4 últimas semanas, hay una clara tendencia hacia 3 de los mencionados. curiosamente inicia con c su nombre","['en', 'encuestas', 'realizadas', 'en', 'la', 'zmg', 'y', 'al', 'interior', 'del', 'estado', 'durante', 'las', '4', 'últimas', 'semanas', 'hay', 'una', 'clara', 'tendencia', 'hacia', '3', 'de', 'los', 'mencionados', 'curiosamente', 'inicia', 'con', 'c', 'su', 'nombre']"
74,"ya es hora , apoyo total","['ya', 'es', 'hora', 'apoyo', 'total']"
75,jalisco será territorio morena,"['jalisco', 'será', 'territorio', 'morena']"
76,226,['226']
78,"nada de que ¿quién contra nosotros juntos? no pregunte porque se lleva y luego no se aguanta. junta más gente un perro atropellado que usted en una foto con sus ""cuates""","['nada', 'de', 'que', 'quién', 'contra', 'nosotros', 'juntos', 'no', 'pregunte', 'porque', 'se', 'lleva', 'y', 'luego', 'no', 'se', 'aguanta', 'junta', 'más', 'gente', 'un', 'perro', 'atropellado', 'que', 'usted', 'en', 'una', 'foto', 'con', 'sus', 'cuates']"
79,bendito dios que la bajaron a la hija de michel aquí en vallarta están quedando muy mal en todo,"['bendito', 'dios', 'que', 'la', 'bajaron', 'a', 'la', 'hija', 'de', 'michel', 'aquí', 'en', 'vallarta', 'están', 'quedando', 'muy', 'mal', 'en', 'todo']"
80,los jaliscienses y mc están muy ilusionados de que usted sea el candidato señor corrupto.,"['los', 'jaliscienses', 'y', 'mc', 'están', 'muy', 'ilusionados', 'de', 'que', 'usted', 'sea', 'el', 'candidato', 'señor', 'corrupto']"
81,52,['52']
82,"ellos son los aspirantes a la gubernatura de jalisco por morena

tres hombres y tres mujeres participarán en la encuesta para definir al candidato de morena a la gubernatura de jalisco:","['ellos', 'son', 'los', 'aspirantes', 'a', 'la', 'gubernatura', 'de', 'jalisco', 'por', 'morena', 'tres', 'hombres', 'y', 'tres', 'mujeres', 'participarán', 'en', 'la', 'encuesta', 'para', 'definir', 'al', 'candidato', 'de', 'morena', 'a', 'la', 'gubernatura', 'de', 'jalisco']"
83,por el bien de jalisco y su pueblo vamos con el doctor,"['por', 'el', 'bien', 'de', 'jalisco', 'y', 'su', 'pueblo', 'vamos', 'con', 'el', 'doctor']"
84,"en el oriente de guadalajara y en todo jalisco, ¡ya se respira fuerte la 4t!

queremos paz y tranquilidad, desarrollo y bienestar, y juntos podemos lograrlo. gracias a los simpatizantes de mi partido por invitarme a conversar con ellos esta tarde. ¡somos invencibles cuando…","['en', 'el', 'oriente', 'de', 'guadalajara', 'y', 'en', 'todo', 'jalisco', 'ya', 'se', 'respira', 'fuerte', 'la', '4t', 'queremos', 'paz', 'y', 'tranquilidad', 'desarrollo', 'y', 'bienestar', 'y', 'juntos', 'podemos', 'lograrlo', 'gracias', 'a', 'los', 'simpatizantes', 'de', 'mi', 'partido', 'por', 'invitarme', 'a', 'conversar', 'con', 'ellos', 'esta', 'tarde', 'somos', 'invencibles', 'cuando']"
85,en,['en']
86,1,['1']
87,y la,"['y', 'la']"
88,queda definida la encuesta final de,"['queda', 'definida', 'la', 'encuesta', 'final', 'de']"
89,avanzan a la siguiente etapa,"['avanzan', 'a', 'la', 'siguiente', 'etapa']"
90,voy por,"['voy', 'por']"
92,| el presidente nacional de,"['el', 'presidente', 'nacional', 'de']"
94,esa flor se marchito !!!!,"['esa', 'flor', 'se', 'marchito']"
95,la comisión de elecciones de,"['la', 'comisión', 'de', 'elecciones', 'de']"
96,le dijeron: gracias por participar.,"['le', 'dijeron', 'gracias', 'por', 'participar']"
97,y la hija del profe ????,"['y', 'la', 'hija', 'del', 'profe']"
98,11,['11']
99,"mi quiniela:
cdmx:","['mi', 'quiniela', 'cdmx']"
100,en,['en']
101,en,['en']
102,anuncia perfiles que van a encuesta final en,"['anuncia', 'perfiles', 'que', 'van', 'a', 'encuesta', 'final', 'en']"
103,4,['4']
104,"en jalisco, se suman","['en', 'jalisco', 'se', 'suman']"
105,.- se devela el misterio y se dan a conocer los finalistas a la encuesta final,"['se', 'devela', 'el', 'misterio', 'y', 'se', 'dan', 'a', 'conocer', 'los', 'finalistas', 'a', 'la', 'encuesta', 'final']"
106,clará cárdenas es la opción,"['clará', 'cárdenas', 'es', 'la', 'opción']"
107,....,[]
108,2,['2']
109,"naaaaadie está contigo wey! acéptalo, eres el cruz azul en la política","['naaaaadie', 'está', 'contigo', 'wey', 'acéptalo', 'eres', 'el', 'cruz', 'azul', 'en', 'la', 'política']"
110,"nada raro, morena ama. a los corruptos","['nada', 'raro', 'morena', 'ama', 'a', 'los', 'corruptos']"
111,.,[]
112,si va el el,"['si', 'va', 'el', 'el']"
113,como siempre,"['como', 'siempre']"
114,si,['si']
115,enserio,['enserio']
116,el pueblo de jalisco estamos contigo estimado doctor,"['el', 'pueblo', 'de', 'jalisco', 'estamos', 'contigo', 'estimado', 'doctor']"
117,"si ustedes están conmigo, ¿quién puede contra nosotros juntos?","['si', 'ustedes', 'están', 'conmigo', 'quién', 'puede', 'contra', 'nosotros', 'juntos']"
118,¿por qué ningunean a,"['por', 'qué', 'ningunean', 'a']"
119,101,['101']
120,clara cárdenas,"['clara', 'cárdenas']"
121,ahora sí la encuesta de reconocimiento que aplicó el partido morena en jalisco definió como punteros a,"['ahora', 'sí', 'la', 'encuesta', 'de', 'reconocimiento', 'que', 'aplicó', 'el', 'partido', 'morena', 'en', 'jalisco', 'definió', 'como', 'punteros', 'a']"
122,esa es la intención y ahí veremos el real compromiso de los morenos.,"['esa', 'es', 'la', 'intención', 'y', 'ahí', 'veremos', 'el', 'real', 'compromiso', 'de', 'los', 'morenos']"
123,"ahora que son tiempos de campaña, el que sea pero que se arregle!","['ahora', 'que', 'son', 'tiempos', 'de', 'campaña', 'el', 'que', 'sea', 'pero', 'que', 'se', 'arregle']"
124,15,['15']
125,"saludos dr carlos lomeli bolaños
cuenta con nuestro apoyo dtto 14","['saludos', 'dr', 'carlos', 'lomeli', 'bolaños', 'cuenta', 'con', 'nuestro', 'apoyo', 'dtto', '14']"
126,"felicidades el pueblo está contigo
jalisco 4t","['felicidades', 'el', 'pueblo', 'está', 'contigo', 'jalisco', '4t']"
128,"si avientan a lomelí tienen la derrota asegurada , mejor donen ese dinero , no van a ganar nada nuevamente","['si', 'avientan', 'a', 'lomelí', 'tienen', 'la', 'derrota', 'asegurada', 'mejor', 'donen', 'ese', 'dinero', 'no', 'van', 'a', 'ganar', 'nada', 'nuevamente']"
129,1,['1']
130,dedazo o que !,"['dedazo', 'o', 'que']"
131,como regidor usted y otros cuantos. es momento de actuar aquí una buena oportunidad de recalcar que ustedes están del lado de la gente.,"['como', 'regidor', 'usted', 'y', 'otros', 'cuantos', 'es', 'momento', 'de', 'actuar', 'aquí', 'una', 'buena', 'oportunidad', 'de', 'recalcar', 'que', 'ustedes', 'están', 'del', 'lado', 'de', 'la', 'gente']"
132,es un honor estar con el doctor,"['es', 'un', 'honor', 'estar', 'con', 'el', 'doctor']"
133,jajajajajajaja,['jajajajajajaja']
134,no vas ni a trabajar pinché huevon jajajajajaja,"['no', 'vas', 'ni', 'a', 'trabajar', 'pinché', 'huevon', 'jajajajajaja']"
135,dr. y ya les llegó al precio para que le den la candidatura. por cierto morena tendría la derrota segura.,"['dr', 'y', 'ya', 'les', 'llegó', 'al', 'precio', 'para', 'que', 'le', 'den', 'la', 'candidatura', 'por', 'cierto', 'morena', 'tendría', 'la', 'derrota', 'segura']"
136,éste la mama rico,"['éste', 'la', 'mama', 'rico']"
137,todo un gángster...,"['todo', 'un', 'gángster']"
139,.,[]
140,"sí, la verdad, el mejor...
así vuelven a perder.","['sí', 'la', 'verdad', 'el', 'mejor', 'así', 'vuelven', 'a', 'perder']"
141,cinturincito ferragamo papá?!!,"['cinturincito', 'ferragamo', 'papá']"
142,55,['55']
143,el regidor,"['el', 'regidor']"
144,el sondeo de reconocimiento,"['el', 'sondeo', 'de', 'reconocimiento']"
145,le falto su uniforme de presidiario,"['le', 'falto', 'su', 'uniforme', 'de', 'presidiario']"
146,eres una verdadera mmda doptor.,"['eres', 'una', 'verdadera', 'mmda', 'doptor']"
147,5,['5']
148,el mejor candidato,"['el', 'mejor', 'candidato']"
149,"al haberse levantado una encuesta telefónica de reconocimiento (tal como lo acaba de mencionar mario delgado), más aún podría pasar lo que se vislumbra que pasó. el nombre de claudia está muy presente en el imaginario colectivo. mas no quiere decir que realmente las conozcan.","['al', 'haberse', 'levantado', 'una', 'encuesta', 'telefónica', 'de', 'reconocimiento', 'tal', 'como', 'lo', 'acaba', 'de', 'mencionar', 'mario', 'delgado', 'más', 'aún', 'podría', 'pasar', 'lo', 'que', 'se', 'vislumbra', 'que', 'pasó', 'el', 'nombre', 'de', 'claudia', 'está', 'muy', 'presente', 'en', 'el', 'imaginario', 'colectivo', 'mas', 'no', 'quiere', 'decir', 'que', 'realmente', 'las', 'conozcan']"
150,"oye doctor seguirá  engañando a los habitantes fuera de la zmg ?

pregunta sería!","['oye', 'doctor', 'seguirá', 'engañando', 'a', 'los', 'habitantes', 'fuera', 'de', 'la', 'zmg', 'pregunta', 'sería']"
152,61,['61']
153,"look de chavo-ruco ! a esa edad evidente el cabello pintado y tenis blancos tal cual puberto! así me da risa y no lo puedo tomar en serio, pídale asesoría a","['look', 'de', 'chavo', 'ruco', 'a', 'esa', 'edad', 'evidente', 'el', 'cabello', 'pintado', 'y', 'tenis', 'blancos', 'tal', 'cual', 'puberto', 'así', 'me', 'da', 'risa', 'y', 'no', 'lo', 'puedo', 'tomar', 'en', 'serio', 'pídale', 'asesoría', 'a']"
154,entrega total al servicio público. saludos regidora marta arizmendi,"['entrega', 'total', 'al', 'servicio', 'público', 'saludos', 'regidora', 'marta', 'arizmendi']"
155,jalisco será territorio morena.,"['jalisco', 'será', 'territorio', 'morena']"
156,y en ese municipio el mando policial es el que más gana en jalisco… sospechoso o no,"['y', 'en', 'ese', 'municipio', 'el', 'mando', 'policial', 'es', 'el', 'que', 'más', 'gana', 'en', 'jalisco', 'sospechoso', 'o', 'no']"
158,cualquiera que gane es corrupto.,"['cualquiera', 'que', 'gane', 'es', 'corrupto']"
159,"unidos por la transformación, comprometidos con la 4t. en jalisco, la unidad se fundamenta en los principios de","['unidos', 'por', 'la', 'transformación', 'comprometidos', 'con', 'la', '4t', 'en', 'jalisco', 'la', 'unidad', 'se', 'fundamenta', 'en', 'los', 'principios', 'de']"
160,"que vuelvan a seleccionar a lomeli, así vuelve a perder morena y quizá tenga la descendencia de retirarse de la política.","['que', 'vuelvan', 'a', 'seleccionar', 'a', 'lomeli', 'así', 'vuelve', 'a', 'perder', 'morena', 'y', 'quizá', 'tenga', 'la', 'descendencia', 'de', 'retirarse', 'de', 'la', 'política']"
161,a construir proyecto impulsando el liderazgo del,"['a', 'construir', 'proyecto', 'impulsando', 'el', 'liderazgo', 'del']"
162,"qué bueno que esté carlos lomelí como puntero, así jalisco estará libre de morena. nadie votará por ese retorcido","['qué', 'bueno', 'que', 'esté', 'carlos', 'lomelí', 'como', 'puntero', 'así', 'jalisco', 'estará', 'libre', 'de', 'morena', 'nadie', 'votará', 'por', 'ese', 'retorcido']"
163,1,['1']
164,diosito. que no vaya a ganar.,"['diosito', 'que', 'no', 'vaya', 'a', 'ganar']"
165,puro dedazo. asco de encuestas inventadas.,"['puro', 'dedazo', 'asco', 'de', 'encuestas', 'inventadas']"
166,¿no se que es peor si tú o claudia delgadillo?. perfiles seguros para perder nuevamente.,"['no', 'se', 'que', 'es', 'peor', 'si', 'tú', 'o', 'claudia', 'delgadillo', 'perfiles', 'seguros', 'para', 'perder', 'nuevamente']"
167,"no cabe duda que a las claudias les fue bien, la mayoría de ese porcentaje no es suyo. es de claudia sheinbaum.","['no', 'cabe', 'duda', 'que', 'a', 'las', 'claudias', 'les', 'fue', 'bien', 'la', 'mayoría', 'de', 'ese', 'porcentaje', 'no', 'es', 'suyo', 'es', 'de', 'claudia', 'sheinbaum']"
168,8,['8']
169,carlos lomelí es un malandro...,"['carlos', 'lomelí', 'es', 'un', 'malandro']"
170,clara quedó entonces fuera?,"['clara', 'quedó', 'entonces', 'fuera']"
171,¿ quién es claudia bernal?.,"['quién', 'es', 'claudia', 'bernal']"
172,"excelente, con muy buena actitud y disposición.","['excelente', 'con', 'muy', 'buena', 'actitud', 'y', 'disposición']"
173,43,['43']
174,.- salen los nombres de los punteros en la encuesta de reconocimiento de,"['salen', 'los', 'nombres', 'de', 'los', 'punteros', 'en', 'la', 'encuesta', 'de', 'reconocimiento', 'de']"
175,con el doctor carlos lomelí gana morena y gana el pueblo de jalisco,"['con', 'el', 'doctor', 'carlos', 'lomelí', 'gana', 'morena', 'y', 'gana', 'el', 'pueblo', 'de', 'jalisco']"
176,ya estamos llegando a conocer los resultados de la encuesta de reconocimiento de las y los aspirantes a la coordinación de los comités de defensa de la 4t en jalisco.,"['ya', 'estamos', 'llegando', 'a', 'conocer', 'los', 'resultados', 'de', 'la', 'encuesta', 'de', 'reconocimiento', 'de', 'las', 'y', 'los', 'aspirantes', 'a', 'la', 'coordinación', 'de', 'los', 'comités', 'de', 'defensa', 'de', 'la', '4t', 'en', 'jalisco']"
177,"“se comen las uñas de nervios” las corcholatas morenistas en jalisco, hoy se define quienes entran a la encuesta definitoria de candidato a la gubernatura. con resignación se dice entre morenistas que ganara el","['se', 'comen', 'las', 'uñas', 'de', 'nervios', 'las', 'corcholatas', 'morenistas', 'en', 'jalisco', 'hoy', 'se', 'define', 'quienes', 'entran', 'a', 'la', 'encuesta', 'definitoria', 'de', 'candidato', 'a', 'la', 'gubernatura', 'con', 'resignación', 'se', 'dice', 'entre', 'morenistas', 'que', 'ganara', 'el']"
178,pero señor nadie confia en su partido y menos en usted que es un tranza,"['pero', 'señor', 'nadie', 'confia', 'en', 'su', 'partido', 'y', 'menos', 'en', 'usted', 'que', 'es', 'un', 'tranza']"
179,"cada día mi guadalajara se llena de más y más propaganda basura de morena, ahora ya hay bardas también de la regidora corrupta","['cada', 'día', 'mi', 'guadalajara', 'se', 'llena', 'de', 'más', 'y', 'más', 'propaganda', 'basura', 'de', 'morena', 'ahora', 'ya', 'hay', 'bardas', 'también', 'de', 'la', 'regidora', 'corrupta']"
180,nadie confía en ustedes son una manada de ratas asquerosas.,"['nadie', 'confía', 'en', 'ustedes', 'son', 'una', 'manada', 'de', 'ratas', 'asquerosas']"
181,el lado malo de la historia no te dejará brillar,"['el', 'lado', 'malo', 'de', 'la', 'historia', 'no', 'te', 'dejará', 'brillar']"
182,"para empezar claudia delgadillo ni es de morena, es del verde 
y para continuar, quien le dijo al señor que si en otras contiendas no pudo, ahora sí va a poder?","['para', 'empezar', 'claudia', 'delgadillo', 'ni', 'es', 'de', 'morena', 'es', 'del', 'verde', 'y', 'para', 'continuar', 'quien', 'le', 'dijo', 'al', 'señor', 'que', 'si', 'en', 'otras', 'contiendas', 'no', 'pudo', 'ahora', 'sí', 'va', 'a', 'poder']"
183,"tu no cumples y traicionas, en morena ya conocen de que para cogeas, eres mentiroso y muy corrupto !!","['tu', 'no', 'cumples', 'y', 'traicionas', 'en', 'morena', 'ya', 'conocen', 'de', 'que', 'para', 'cogeas', 'eres', 'mentiroso', 'y', 'muy', 'corrupto']"
184,6,['6']
185,la 4t está en todo,"['la', '4t', 'está', 'en', 'todo']"
186,la muer/4t ronda a los miembros de,"['la', 'muer', '4t', 'ronda', 'a', 'los', 'miembros', 'de']"
187,pues como que no se ve que confíen mucho en ti…,"['pues', 'como', 'que', 'no', 'se', 've', 'que', 'confíen', 'mucho', 'en', 'ti']"
188,por dios,"['por', 'dios']"
189,464,['464']
