,texto,tokens
10,de corazón mi reconocimiento a enriquealfaror,"['de', 'corazón', 'mi', 'reconocimiento', 'a', 'enriquealfaror']"
11,muchas gracias martín ánimo m_magallon33 expoganaderajal,"['muchas', 'gracias', 'martín', 'ánimo', 'm_magallon33', 'expoganaderajal']"
12,ánimo jorge j_jprge,"['ánimo', 'jorge', 'j_jprge']"
13,chavaasencior,['chavaasencior']
14,ánimo jalisco gerardo89764507,"['ánimo', 'jalisco', 'gerardo89764507']"
15,gracias seguiremos trabajando para transformar la movilidad de la ciudad carlos917463087,"['gracias', 'seguiremos', 'trabajando', 'para', 'transformar', 'la', 'movilidad', 'de', 'la', 'ciudad', 'carlos917463087']"
16,muchas gracias por el apoyo martín a seguir trabajando bien y de buenas por la ciudad que queremos ánimo m_magallon33 kolorina4,"['muchas', 'gracias', 'por', 'el', 'apoyo', 'martín', 'a', 'seguir', 'trabajando', 'bien', 'y', 'de', 'buenas', 'por', 'la', 'ciudad', 'que', 'queremos', 'ánimo', 'm_magallon33', 'kolorina4']"
17,muchas gracias por el apoyo a seguir chambeando por la ciudad que queremos ánimo sergior19556838,"['muchas', 'gracias', 'por', 'el', 'apoyo', 'a', 'seguir', 'chambeando', 'por', 'la', 'ciudad', 'que', 'queremos', 'ánimo', 'sergior19556838']"
18,gracias por todo el apoyo y confianza ánimo abraham camaabraham,"['gracias', 'por', 'todo', 'el', 'apoyo', 'y', 'confianza', 'ánimo', 'abraham', 'camaabraham']"
19,muchas gracias por todo el apoyo a seguir trabajando bien y de buenas por la ciudad que queremos ánimo fitosimpson,"['muchas', 'gracias', 'por', 'todo', 'el', 'apoyo', 'a', 'seguir', 'trabajando', 'bien', 'y', 'de', 'buenas', 'por', 'la', 'ciudad', 'que', 'queremos', 'ánimo', 'fitosimpson']"
20,20,['20']
21,ánimo juan juanper89174148,"['ánimo', 'juan', 'juanper89174148']"
22,quién mejor para hablar de ciudades que los mismos alcaldes este año recibiremos a,"['quién', 'mejor', 'para', 'hablar', 'de', 'ciudades', 'que', 'los', 'mismos', 'alcaldes', 'este', 'año', 'recibiremos', 'a']"
23,andamos inaugurando inaugurando e inaugurando obras y hoy entregamos la avenida royal country mostrar más,"['andamos', 'inaugurando', 'inaugurando', 'e', 'inaugurando', 'obras', 'y', 'hoy', 'entregamos', 'la', 'avenida', 'royal', 'country', 'mostrar', 'más']"
24,y el mejor horario para los juanjosefrangie pablolemusn,"['y', 'el', 'mejor', 'horario', 'para', 'los', 'juanjosefrangie', 'pablolemusn']"
25,1 elecrowcom,"['1', 'elecrowcom']"
26,sin cruce en juan palomar no sirve de nada juanjosefrangie pablolemusn,"['sin', 'cruce', 'en', 'juan', 'palomar', 'no', 'sirve', 'de', 'nada', 'juanjosefrangie', 'pablolemusn']"
27,y la avenida cluthier de tepeyas a el colli para cuando esta peor que gaza juanjosefrangie pablolemusn,"['y', 'la', 'avenida', 'cluthier', 'de', 'tepeyas', 'a', 'el', 'colli', 'para', 'cuando', 'esta', 'peor', 'que', 'gaza', 'juanjosefrangie', 'pablolemusn']"
28,la gran visión paseo fray antonio alcalde es el esfuerzo del,"['la', 'gran', 'visión', 'paseo', 'fray', 'antonio', 'alcalde', 'es', 'el', 'esfuerzo', 'del']"
29,no se olvide de la calle peñasco colonia colinas de la primaverade nada sirve su obra de paseos de la primavera y esas alcantarillas si toda la tierra de esa calle sigue bajando por ahí juanjosefrangie pablolemusn,"['no', 'se', 'olvide', 'de', 'la', 'calle', 'peñasco', 'colonia', 'colinas', 'de', 'la', 'primaverade', 'nada', 'sirve', 'su', 'obra', 'de', 'paseos', 'de', 'la', 'primavera', 'y', 'esas', 'alcantarillas', 'si', 'toda', 'la', 'tierra', 'de', 'esa', 'calle', 'sigue', 'bajando', 'por', 'ahí', 'juanjosefrangie', 'pablolemusn']"
30,y las zonas marginadas de zapopan para cuando juanjosefrangie pablolemusn,"['y', 'las', 'zonas', 'marginadas', 'de', 'zapopan', 'para', 'cuando', 'juanjosefrangie', 'pablolemusn']"
31,lista la ciclovía para que la estrenen los motociclistas juanjosefrangie pablolemusn,"['lista', 'la', 'ciclovía', 'para', 'que', 'la', 'estrenen', 'los', 'motociclistas', 'juanjosefrangie', 'pablolemusn']"
32,agradezco a pablolemusn,"['agradezco', 'a', 'pablolemusn']"
33,este nido captará el agua de lluvia pablolemusn,"['este', 'nido', 'captará', 'el', 'agua', 'de', 'lluvia', 'pablolemusn']"
34,visitamos el oriente de la ciudad para una entrega más de nidos de lluvia,"['visitamos', 'el', 'oriente', 'de', 'la', 'ciudad', 'para', 'una', 'entrega', 'más', 'de', 'nidos', 'de', 'lluvia']"
35,muchas gracias una lastima agradezco su pronta respuesta saludos felixgastelum1 pablolemusn,"['muchas', 'gracias', 'una', 'lastima', 'agradezco', 'su', 'pronta', 'respuesta', 'saludos', 'felixgastelum1', 'pablolemusn']"
36,parásitos vividores en 6 años zamora no hizo más que topes y semáforos en las principales vías de acceso para nuevos fraccionamientos quirino no sabe hacer más que mascar chicles es un porro chavorruco solo aprobó subir impuestos y deuda simplemente se roban el presupuesto defrentealpoder afondojal,"['parásitos', 'vividores', 'en', '6', 'años', 'zamora', 'no', 'hizo', 'más', 'que', 'topes', 'y', 'semáforos', 'en', 'las', 'principales', 'vías', 'de', 'acceso', 'para', 'nuevos', 'fraccionamientos', 'quirino', 'no', 'sabe', 'hacer', 'más', 'que', 'mascar', 'chicles', 'es', 'un', 'porro', 'chavorruco', 'solo', 'aprobó', 'subir', 'impuestos', 'y', 'deuda', 'simplemente', 'se', 'roban', 'el', 'presupuesto', 'defrentealpoder', 'afondojal']"
37,gracias por la visita gdlmovilidad pablolemusn,"['gracias', 'por', 'la', 'visita', 'gdlmovilidad', 'pablolemusn']"
38,20 y 2 más booth at both venues and explore the synergies with xdc network venue,"['20', 'y', '2', 'más', 'booth', 'at', 'both', 'venues', 'and', 'explore', 'the', 'synergies', 'with', 'xdc', 'network', 'venue']"
39,a quien le llamamos para que liberen las banquetas de puestos ahi en tu misma foto mira como tienen tomada toda la banqueta gdlmovilidad 72cucufato,"['a', 'quien', 'le', 'llamamos', 'para', 'que', 'liberen', 'las', 'banquetas', 'de', 'puestos', 'ahi', 'en', 'tu', 'misma', 'foto', 'mira', 'como', 'tienen', 'tomada', 'toda', 'la', 'banqueta', 'gdlmovilidad', '72cucufato']"
40,ing joryus madridproyecta,"['ing', 'joryus', 'madridproyecta']"
41,el,['el']
42,a la entrega del programa nidos de lluvia en la escuela primaria josé luis arregui acudieron el presidente guadalajaragob,"['a', 'la', 'entrega', 'del', 'programa', 'nidos', 'de', 'lluvia', 'en', 'la', 'escuela', 'primaria', 'josé', 'luis', 'arregui', 'acudieron', 'el', 'presidente', 'guadalajaragob']"
43,oye rt jalisco,"['oye', 'rt', 'jalisco']"
44,buenas tardes el árbol estaba seco por lo que fue retirado previo dictamen técnico el ejemplar será repuesto saludos y a la orden falcao936814776 pablolemusn,"['buenas', 'tardes', 'el', 'árbol', 'estaba', 'seco', 'por', 'lo', 'que', 'fue', 'retirado', 'previo', 'dictamen', 'técnico', 'el', 'ejemplar', 'será', 'repuesto', 'saludos', 'y', 'a', 'la', 'orden', 'falcao936814776', 'pablolemusn']"
45,gracias,['gracias']
46,pobre la gente en silla de ruedas esa es la rampa de discapacitados la banqueta del lado del hotel carlton es una porquería todo mal hecho si la van a meter mano que lo hagan bien como lo hicieron en los dos templos si no para que todo hecho con las patas ladybethelsita trafico_zmg,"['pobre', 'la', 'gente', 'en', 'silla', 'de', 'ruedas', 'esa', 'es', 'la', 'rampa', 'de', 'discapacitados', 'la', 'banqueta', 'del', 'lado', 'del', 'hotel', 'carlton', 'es', 'una', 'porquería', 'todo', 'mal', 'hecho', 'si', 'la', 'van', 'a', 'meter', 'mano', 'que', 'lo', 'hagan', 'bien', 'como', 'lo', 'hicieron', 'en', 'los', 'dos', 'templos', 'si', 'no', 'para', 'que', 'todo', 'hecho', 'con', 'las', 'patas', 'ladybethelsita', 'trafico_zmg']"
47,y alfonso98930971 pablolemusn,"['y', 'alfonso98930971', 'pablolemusn']"
48,ánimo janeth a seguir chambeando janeth_bar41110,"['ánimo', 'janeth', 'a', 'seguir', 'chambeando', 'janeth_bar41110']"
49,ánimo eli eli_cerafin,"['ánimo', 'eli', 'eli_cerafin']"
50,ánimo josé a seguir trabajando por la ciudad que queremos corona_agu68699,"['ánimo', 'josé', 'a', 'seguir', 'trabajando', 'por', 'la', 'ciudad', 'que', 'queremos', 'corona_agu68699']"
51,192,['192']
52,ánimo román a seguir trabajando bien y de buenas romanlira7,"['ánimo', 'román', 'a', 'seguir', 'trabajando', 'bien', 'y', 'de', 'buenas', 'romanlira7']"
53,más bonitas si aparecen todas esas personas que hacen falta en sus hogares y les daban vida a las calles pablolemusn,"['más', 'bonitas', 'si', 'aparecen', 'todas', 'esas', 'personas', 'que', 'hacen', 'falta', 'en', 'sus', 'hogares', 'y', 'les', 'daban', 'vida', 'a', 'las', 'calles', 'pablolemusn']"
54,ánimo jalisco jehg_,"['ánimo', 'jalisco', 'jehg_']"
55,ánimo jalisco carde82871,"['ánimo', 'jalisco', 'carde82871']"
56,2 spotifycom,"['2', 'spotifycom']"
57,ánimo miguel seguiremos trabajando por la tranquilidad de las y los tapatíos miguelc59197636,"['ánimo', 'miguel', 'seguiremos', 'trabajando', 'por', 'la', 'tranquilidad', 'de', 'las', 'y', 'los', 'tapatíos', 'miguelc59197636']"
58,ahora mandas a tu gente a hacer conciencia para que no dejen la basura afuera de su casa y que esperen al camión de la misma si no nos volvemos acreedores a una multa pablolemusn,"['ahora', 'mandas', 'a', 'tu', 'gente', 'a', 'hacer', 'conciencia', 'para', 'que', 'no', 'dejen', 'la', 'basura', 'afuera', 'de', 'su', 'casa', 'y', 'que', 'esperen', 'al', 'camión', 'de', 'la', 'misma', 'si', 'no', 'nos', 'volvemos', 'acreedores', 'a', 'una', 'multa', 'pablolemusn']"
59,ánimo rosendo rosendo45909760,"['ánimo', 'rosendo', 'rosendo45909760']"
60,gracias juan seguiremos trabajando en coordinación con la comisaría de guadalajara para regresarle la tranquilidad a las familias tapatías ánimo juanluis95silva,"['gracias', 'juan', 'seguiremos', 'trabajando', 'en', 'coordinación', 'con', 'la', 'comisaría', 'de', 'guadalajara', 'para', 'regresarle', 'la', 'tranquilidad', 'a', 'las', 'familias', 'tapatías', 'ánimo', 'juanluis95silva']"
61,ánimo león detectorleon,"['ánimo', 'león', 'detectorleon']"
62,gracias por el apoyo y confianza roberto ánimo viesrangl760720,"['gracias', 'por', 'el', 'apoyo', 'y', 'confianza', 'roberto', 'ánimo', 'viesrangl760720']"
63,ánimo jalisco luisrubio888,"['ánimo', 'jalisco', 'luisrubio888']"
64,ánimo julio juioces,"['ánimo', 'julio', 'juioces']"
65,ánimo jorge j_jprge,"['ánimo', 'jorge', 'j_jprge']"
66,a darle con todo osvaldo ánimo osvabecerra26,"['a', 'darle', 'con', 'todo', 'osvaldo', 'ánimo', 'osvabecerra26']"
67,ánimo jerri a seguir trabajando por la ciudad que queremos jerribasuca,"['ánimo', 'jerri', 'a', 'seguir', 'trabajando', 'por', 'la', 'ciudad', 'que', 'queremos', 'jerribasuca']"
68,ánimo ramón ramonruval48003,"['ánimo', 'ramón', 'ramonruval48003']"
69,esta obra fue un esfuerzo de continuidad y coordinación como lo mencionó patriciaurbana,"['esta', 'obra', 'fue', 'un', 'esfuerzo', 'de', 'continuidad', 'y', 'coordinación', 'como', 'lo', 'mencionó', 'patriciaurbana']"
70,seria posible con esta tecnologia recuperar los 300 millones que se robaron en pablolemusn,"['seria', 'posible', 'con', 'esta', 'tecnologia', 'recuperar', 'los', '300', 'millones', 'que', 'se', 'robaron', 'en', 'pablolemusn']"
71,estamos por lanzar un botón de pánico activado por voz y queremos enlazarlo a la,"['estamos', 'por', 'lanzar', 'un', 'botón', 'de', 'pánico', 'activado', 'por', 'voz', 'y', 'queremos', 'enlazarlo', 'a', 'la']"
72,nosotros tenemos un botón de pánico activado por voz estamos por lanzarlo y queremos enlazarlo a la pablolemusn policiagdl,"['nosotros', 'tenemos', 'un', 'botón', 'de', 'pánico', 'activado', 'por', 'voz', 'estamos', 'por', 'lanzarlo', 'y', 'queremos', 'enlazarlo', 'a', 'la', 'pablolemusn', 'policiagdl']"
73,18,['18']
74,son los que hicieron una fiesta con una piñata del cabeza de rodilla en pleno monumento a los desaparecidos exigiendo respeto luzesperanz_ofi guadalajaragob,"['son', 'los', 'que', 'hicieron', 'una', 'fiesta', 'con', 'una', 'piñata', 'del', 'cabeza', 'de', 'rodilla', 'en', 'pleno', 'monumento', 'a', 'los', 'desaparecidos', 'exigiendo', 'respeto', 'luzesperanz_ofi', 'guadalajaragob']"
75,levantados desaparecidos fosas clandestinas el pan de cada día en,"['levantados', 'desaparecidos', 'fosas', 'clandestinas', 'el', 'pan', 'de', 'cada', 'día', 'en']"
76,el cdam será un espacio de primer nivel dedicado a las artes marciales realizamos junto con el presidente,"['el', 'cdam', 'será', 'un', 'espacio', 'de', 'primer', 'nivel', 'dedicado', 'a', 'las', 'artes', 'marciales', 'realizamos', 'junto', 'con', 'el', 'presidente']"
77,es un chapulín de la 4t que ya anda en campaña lupistrupis777 pablolemusn,"['es', 'un', 'chapulín', 'de', 'la', '4t', 'que', 'ya', 'anda', 'en', 'campaña', 'lupistrupis777', 'pablolemusn']"
78,10,['10']
79,angoikea siapagdl,"['angoikea', 'siapagdl']"
80,gregorio davila 1073 colonia mezquitan country brendamira11073,"['gregorio', 'davila', '1073', 'colonia', 'mezquitan', 'country', 'brendamira11073']"
81,el día lunes 19 de este mes se hizo el reporte al 070 1073 después de una semana sigue la problemática nos urge su intervención,"['el', 'día', 'lunes', '19', 'de', 'este', 'mes', 'se', 'hizo', 'el', 'reporte', 'al', '070', '1073', 'después', 'de', 'una', 'semana', 'sigue', 'la', 'problemática', 'nos', 'urge', 'su', 'intervención']"
82,ya te cayó la voladora padrotillo todo jalisco deseamos te entamben es mejor robar que emprender no por eso estas en los cargos públicos protegido por tu patrón el pelón alfaro pablolemusn,"['ya', 'te', 'cayó', 'la', 'voladora', 'padrotillo', 'todo', 'jalisco', 'deseamos', 'te', 'entamben', 'es', 'mejor', 'robar', 'que', 'emprender', 'no', 'por', 'eso', 'estas', 'en', 'los', 'cargos', 'públicos', 'protegido', 'por', 'tu', 'patrón', 'el', 'pelón', 'alfaro', 'pablolemusn']"
83,6,['6']
84,jajaja dije que romántico hasta que vi quien dedicaba edboy pablolemusn,"['jajaja', 'dije', 'que', 'romántico', 'hasta', 'que', 'vi', 'quien', 'dedicaba', 'edboy', 'pablolemusn']"
85,ayuda alguien que tenga 1 contacto en siapa sé que me va a cobrar pero necesito ayuda ya hace 4 meses pague e hice todo trámite puna conexión agua y drenaje es hora que me siguen diciendo que está en firmas,"['ayuda', 'alguien', 'que', 'tenga', '1', 'contacto', 'en', 'siapa', 'sé', 'que', 'me', 'va', 'a', 'cobrar', 'pero', 'necesito', 'ayuda', 'ya', 'hace', '4', 'meses', 'pague', 'e', 'hice', 'todo', 'trámite', 'puna', 'conexión', 'agua', 'y', 'drenaje', 'es', 'hora', 'que', 'me', 'siguen', 'diciendo', 'que', 'está', 'en', 'firmas']"
86,nos gustaría que también supervises la devolución de los 300mdp perdido en el el banco patito donde avalaste una inversión de los zapopanos y sino lo logras te vergüenza y termina tu aspiración política pablolemusn,"['nos', 'gustaría', 'que', 'también', 'supervises', 'la', 'devolución', 'de', 'los', '300mdp', 'perdido', 'en', 'el', 'el', 'banco', 'patito', 'donde', 'avalaste', 'una', 'inversión', 'de', 'los', 'zapopanos', 'y', 'sino', 'lo', 'logras', 'te', 'vergüenza', 'y', 'termina', 'tu', 'aspiración', 'política', 'pablolemusn']"
87,si si si pero la realidad es otra chaparro pablolemusn,"['si', 'si', 'si', 'pero', 'la', 'realidad', 'es', 'otra', 'chaparro', 'pablolemusn']"
88,los camellones son para uso público y no para viveros particulares av topacio,"['los', 'camellones', 'son', 'para', 'uso', 'público', 'y', 'no', 'para', 'viveros', 'particulares', 'av', 'topacio']"
89,no fue un placer conocerte copia y pega ea_puerto pablolemusn,"['no', 'fue', 'un', 'placer', 'conocerte', 'copia', 'y', 'pega', 'ea_puerto', 'pablolemusn']"
90,mc fuera de jalisco ratas corruptas ea_puerto pablolemusn,"['mc', 'fuera', 'de', 'jalisco', 'ratas', 'corruptas', 'ea_puerto', 'pablolemusn']"
91,buen día gracias por el reporte se atiende anvader_a guadalajaragob,"['buen', 'día', 'gracias', 'por', 'el', 'reporte', 'se', 'atiende', 'anvader_a', 'guadalajaragob']"
92,mi presidente munecepal lemus bebé,"['mi', 'presidente', 'munecepal', 'lemus', 'bebé']"
93,7 beehiivcom,"['7', 'beehiivcom']"
94,de mínimo debe haber 30 bolsas negras dispersas en todo el parque y un olor denso a animal muerto que no dudo este ahí todo frente al dif parque del mercado de abastos,"['de', 'mínimo', 'debe', 'haber', '30', 'bolsas', 'negras', 'dispersas', 'en', 'todo', 'el', 'parque', 'y', 'un', 'olor', 'denso', 'a', 'animal', 'muerto', 'que', 'no', 'dudo', 'este', 'ahí', 'todo', 'frente', 'al', 'dif', 'parque', 'del', 'mercado', 'de', 'abastos']"
95,el alcalde de guadalajara,"['el', 'alcalde', 'de', 'guadalajara']"
96,dante delgado mostrar más,"['dante', 'delgado', 'mostrar', 'más']"
97,aquí el nombre de los capitanes del mc que estarán en el frente de batalla electoral de jalisco es mi colaboración para,"['aquí', 'el', 'nombre', 'de', 'los', 'capitanes', 'del', 'mc', 'que', 'estarán', 'en', 'el', 'frente', 'de', 'batalla', 'electoral', 'de', 'jalisco', 'es', 'mi', 'colaboración', 'para']"
98,y luis alberto michel mantienen sus posiciones consulta todos los movimientos en,"['y', 'luis', 'alberto', 'michel', 'mantienen', 'sus', 'posiciones', 'consulta', 'todos', 'los', 'movimientos', 'en']"
99,quiénes son los principales protagonistas del movimiento ciudadano de cara al siguiente proceso electoral es mi colaboración para afondojaliscocomdefrentealp en su columna,"['quiénes', 'son', 'los', 'principales', 'protagonistas', 'del', 'movimiento', 'ciudadano', 'de', 'cara', 'al', 'siguiente', 'proceso', 'electoral', 'es', 'mi', 'colaboración', 'para', 'afondojaliscocomdefrentealp', 'en', 'su', 'columna']"
100,es todo un dolor de cabeza circular como automovilista y como peatón va a ser un paseo para puro vago mememcsteamy trafico_zmg,"['es', 'todo', 'un', 'dolor', 'de', 'cabeza', 'circular', 'como', 'automovilista', 'y', 'como', 'peatón', 'va', 'a', 'ser', 'un', 'paseo', 'para', 'puro', 'vago', 'mememcsteamy', 'trafico_zmg']"
101,claro esos 300 millones no es nada por ejemplo para construir el edificio del cisz hay 700 millones volando ósea robaron 700 solo de ese edificio imagínate lo q zapopandesgob afondojal,"['claro', 'esos', '300', 'millones', 'no', 'es', 'nada', 'por', 'ejemplo', 'para', 'construir', 'el', 'edificio', 'del', 'cisz', 'hay', '700', 'millones', 'volando', 'ósea', 'robaron', '700', 'solo', 'de', 'ese', 'edificio', 'imagínate', 'lo', 'q', 'zapopandesgob', 'afondojal']"
102,1 upaepmx,"['1', 'upaepmx']"
103,quizá faltaron otros 300 millones para dejarlo en buenas condiciones los políticos no tienen madre mememcsteamy trafico_zmg,"['quizá', 'faltaron', 'otros', '300', 'millones', 'para', 'dejarlo', 'en', 'buenas', 'condiciones', 'los', 'políticos', 'no', 'tienen', 'madre', 'mememcsteamy', 'trafico_zmg']"
104,pablo e ismael no pablo y ismael verodelgadillog pablolemusn,"['pablo', 'e', 'ismael', 'no', 'pablo', 'y', 'ismael', 'verodelgadillog', 'pablolemusn']"
105,ojo aqui gnocturnamx,"['ojo', 'aqui', 'gnocturnamx']"
106,es una verdadera cochinada lo que estab haciendo a la altura de niños heroes y 16 de septiembre todavia no lo inauguran y ya se esra cayendo a pedazos esto es un tramo ya terminado de hace varios meses no les da vergüenza,"['es', 'una', 'verdadera', 'cochinada', 'lo', 'que', 'estab', 'haciendo', 'a', 'la', 'altura', 'de', 'niños', 'heroes', 'y', '16', 'de', 'septiembre', 'todavia', 'no', 'lo', 'inauguran', 'y', 'ya', 'se', 'esra', 'cayendo', 'a', 'pedazos', 'esto', 'es', 'un', 'tramo', 'ya', 'terminado', 'de', 'hace', 'varios', 'meses', 'no', 'les', 'da', 'vergüenza']"
107,,[]
108,ojo con este tipo,"['ojo', 'con', 'este', 'tipo']"
109,solicitamos su apoyo para la reparación de los juegos instalados en el parque magisterial en bosques de la victoria es un parque visitado por vecinos de muchas colonias y es importante evitar algún daño físico a los niños,"['solicitamos', 'su', 'apoyo', 'para', 'la', 'reparación', 'de', 'los', 'juegos', 'instalados', 'en', 'el', 'parque', 'magisterial', 'en', 'bosques', 'de', 'la', 'victoria', 'es', 'un', 'parque', 'visitado', 'por', 'vecinos', 'de', 'muchas', 'colonias', 'y', 'es', 'importante', 'evitar', 'algún', 'daño', 'físico', 'a', 'los', 'niños']"
110,eso le corresponde al ayuntamiento dianacu77543689 pablolemusn,"['eso', 'le', 'corresponde', 'al', 'ayuntamiento', 'dianacu77543689', 'pablolemusn']"
111,pero tenemos carrusel travisbicycle1 gnocturnamx,"['pero', 'tenemos', 'carrusel', 'travisbicycle1', 'gnocturnamx']"
112,cecipatriciaf,['cecipatriciaf']
113,sabes también que queremos que te pongas a trabajar y queden las calles limpias que desde que entraste están hechas un basurero por todos lados porque el servicio de recolección sigue sin funcionar guadalajaragob pablolemusn,"['sabes', 'también', 'que', 'queremos', 'que', 'te', 'pongas', 'a', 'trabajar', 'y', 'queden', 'las', 'calles', 'limpias', 'que', 'desde', 'que', 'entraste', 'están', 'hechas', 'un', 'basurero', 'por', 'todos', 'lados', 'porque', 'el', 'servicio', 'de', 'recolección', 'sigue', 'sin', 'funcionar', 'guadalajaragob', 'pablolemusn']"
114,casi no les late arañar lo que no es suyo ese nuevo pan naranja se inspira con mucho detenimiento de cómo proceden los axules cómo si creyeran que nunca nadie les va a caer en sus triquiñuelas revistapolemon movciudadanomx,"['casi', 'no', 'les', 'late', 'arañar', 'lo', 'que', 'no', 'es', 'suyo', 'ese', 'nuevo', 'pan', 'naranja', 'se', 'inspira', 'con', 'mucho', 'detenimiento', 'de', 'cómo', 'proceden', 'los', 'axules', 'cómo', 'si', 'creyeran', 'que', 'nunca', 'nadie', 'les', 'va', 'a', 'caer', 'en', 'sus', 'triquiñuelas', 'revistapolemon', 'movciudadanomx']"
115,a pagar si fuera suyo el dinero acason lo invertirian en financieras patito ea_puerto juanjosefrangie,"['a', 'pagar', 'si', 'fuera', 'suyo', 'el', 'dinero', 'acason', 'lo', 'invertirian', 'en', 'financieras', 'patito', 'ea_puerto', 'juanjosefrangie']"
116,queremos que todas y todos tengan una mejor movilidad por la ciudad,"['queremos', 'que', 'todas', 'y', 'todos', 'tengan', 'una', 'mejor', 'movilidad', 'por', 'la', 'ciudad']"
117,jajajaja pablolemusn,"['jajajaja', 'pablolemusn']"
118,queremos que todas y todos tengan una mejor movilidad por la ciudad,"['queremos', 'que', 'todas', 'y', 'todos', 'tengan', 'una', 'mejor', 'movilidad', 'por', 'la', 'ciudad']"
119,este par de delicuentes tienen que pagar denuncian a alcaldes de mc en jalisco por fraude de 300 mdp,"['este', 'par', 'de', 'delicuentes', 'tienen', 'que', 'pagar', 'denuncian', 'a', 'alcaldes', 'de', 'mc', 'en', 'jalisco', 'por', 'fraude', 'de', '300', 'mdp']"
120,si el rio suena bitacorapol muralcom,"['si', 'el', 'rio', 'suena', 'bitacorapol', 'muralcom']"
121,la respuesta promedio para no decir que no se hace el intento mrhr_zap gdlmovilidad,"['la', 'respuesta', 'promedio', 'para', 'no', 'decir', 'que', 'no', 'se', 'hace', 'el', 'intento', 'mrhr_zap', 'gdlmovilidad']"
122,,[]
123,,[]
124,así es son matador08640286,"['así', 'es', 'son', 'matador08640286']"
125,jalisco no había estado peor que como ahora con la administración de mc,"['jalisco', 'no', 'había', 'estado', 'peor', 'que', 'como', 'ahora', 'con', 'la', 'administración', 'de', 'mc']"
126,en su lugar llega un periodista al que le gusta que pablin bitacorapol,"['en', 'su', 'lugar', 'llega', 'un', 'periodista', 'al', 'que', 'le', 'gusta', 'que', 'pablin', 'bitacorapol']"
127,vero no se gana por suerte si no por trabajome extraña mucho lo digastanto tiempo cerca de dante ismael y pablo son garantíaganaron solo con mc sin coaliciones como samuel e indira o colosio o el propio gobernador enrique alfaro ya te convenciste que podemos ir solos verodelgadillog pablolemusn,"['vero', 'no', 'se', 'gana', 'por', 'suerte', 'si', 'no', 'por', 'trabajome', 'extraña', 'mucho', 'lo', 'digastanto', 'tiempo', 'cerca', 'de', 'dante', 'ismael', 'y', 'pablo', 'son', 'garantíaganaron', 'solo', 'con', 'mc', 'sin', 'coaliciones', 'como', 'samuel', 'e', 'indira', 'o', 'colosio', 'o', 'el', 'propio', 'gobernador', 'enrique', 'alfaro', 'ya', 'te', 'convenciste', 'que', 'podemos', 'ir', 'solos', 'verodelgadillog', 'pablolemusn']"
128,sale pronto de la dirección de,"['sale', 'pronto', 'de', 'la', 'dirección', 'de']"
129,5,['5']
