,texto,tokens
29,"¡no más mujeres violentadas en sus comunidades!

en el marco del","['no', 'más', 'mujeres', 'violentadas', 'en', 'sus', 'comunidades', 'en', 'el', 'marco', 'del']"
30,"que el país entero y el mundo sepan que aquí de manera pacífica, transparente y democrática se lucha por la justicia, contra la corrupción, por la transformación. somos millones las y los mexicanos los que decimos:","['que', 'el', 'país', 'entero', 'y', 'el', 'mundo', 'sepan', 'que', 'aquí', 'de', 'manera', 'pacífica', 'transparente', 'y', 'democrática', 'se', 'lucha', 'por', 'la', 'justicia', 'contra', 'la', 'corrupción', 'por', 'la', 'transformación', 'somos', 'millones', 'las', 'y', 'los', 'mexicanos', 'los', 'que', 'decimos']"
31,el pueblo sabio ha elegido a la compañera,"['el', 'pueblo', 'sabio', 'ha', 'elegido', 'a', 'la', 'compañera']"
32,"¡el tiempo de las mujeres ha llegado! 

celebramos la decisión del pueblo mexicano con la victoria de la dra. claudia sheinbaum en la encuesta nacional. hoy la paridad y el reconocimiento de nuestros derechos se consolidan para marcar la historia de nuestro país. 

¡enhorabuena,…","['el', 'tiempo', 'de', 'las', 'mujeres', 'ha', 'llegado', 'celebramos', 'la', 'decisión', 'del', 'pueblo', 'mexicano', 'con', 'la', 'victoria', 'de', 'la', 'dra', 'claudia', 'sheinbaum', 'en', 'la', 'encuesta', 'nacional', 'hoy', 'la', 'paridad', 'y', 'el', 'reconocimiento', 'de', 'nuestros', 'derechos', 'se', 'consolidan', 'para', 'marcar', 'la', 'historia', 'de', 'nuestro', 'país', 'enhorabuena']"
33,los resultados de la encuesta de morena todavía no han sido publicados. adelantar declaraciones o posiciones no contribuye a la unidad del movimiento. confío plenamente en el proceso ya que es el pueblo de méxico quien decidirá.,"['los', 'resultados', 'de', 'la', 'encuesta', 'de', 'morena', 'todavía', 'no', 'han', 'sido', 'publicados', 'adelantar', 'declaraciones', 'o', 'posiciones', 'no', 'contribuye', 'a', 'la', 'unidad', 'del', 'movimiento', 'confío', 'plenamente', 'en', 'el', 'proceso', 'ya', 'que', 'es', 'el', 'pueblo', 'de', 'méxico', 'quien', 'decidirá']"
34,la senadora,"['la', 'senadora']"
35,"soy orgullosamente chiapaneca. 
¡el estado más mexicano y que lo tiene todo!","['soy', 'orgullosamente', 'chiapaneca', 'el', 'estado', 'más', 'mexicano', 'y', 'que', 'lo', 'tiene', 'todo']"
36,"| siendo benito juárez presidente de méxico, el 6 de septiembre de 1860 se proclaman en guanajuato las leyes de reforma, su objetivo principal radica en la separación de la iglesia y el estado.","['siendo', 'benito', 'juárez', 'presidente', 'de', 'méxico', 'el', '6', 'de', 'septiembre', 'de', '1860', 'se', 'proclaman', 'en', 'guanajuato', 'las', 'leyes', 'de', 'reforma', 'su', 'objetivo', 'principal', 'radica', 'en', 'la', 'separación', 'de', 'la', 'iglesia', 'y', 'el', 'estado']"
37,"durante la primera sesión ordinaria del primer periodo del tercer año de ejercicio de la lxv legislatura, ratificamos ante el","['durante', 'la', 'primera', 'sesión', 'ordinaria', 'del', 'primer', 'periodo', 'del', 'tercer', 'año', 'de', 'ejercicio', 'de', 'la', 'lxv', 'legislatura', 'ratificamos', 'ante', 'el']"
38,"""vivimos en tiempos de profundos procesos transformadores, por eso requerimos de mujeres y hombres con altura de miras, mi mayor admiración y el mejor de los éxitos"" senadora","['vivimos', 'en', 'tiempos', 'de', 'profundos', 'procesos', 'transformadores', 'por', 'eso', 'requerimos', 'de', 'mujeres', 'y', 'hombres', 'con', 'altura', 'de', 'miras', 'mi', 'mayor', 'admiración', 'y', 'el', 'mejor', 'de', 'los', 'éxitos', 'senadora']"
39,en el,"['en', 'el']"
40,"la comisión de relaciones exteriores, avaló la ratificación de","['la', 'comisión', 'de', 'relaciones', 'exteriores', 'avaló', 'la', 'ratificación', 'de']"
41,"soy orgullosamente chiapaneca. 
¡el estado más mexicano y que lo tiene todo!","['soy', 'orgullosamente', 'chiapaneca', 'el', 'estado', 'más', 'mexicano', 'y', 'que', 'lo', 'tiene', 'todo']"
42,"es tiempo de mujeres, es tiempo de la transformación.","['es', 'tiempo', 'de', 'mujeres', 'es', 'tiempo', 'de', 'la', 'transformación']"
44,la visita de la dra.,"['la', 'visita', 'de', 'la', 'dra']"
45,"subimos al cerrito de san cristóbal de las casas con miguel flatow, un chiapaneco que triunfó en cannes con su ópera prima “va por diego” en la categoría “mejor filme realizado con celular”.  la cultura es un derecho.","['subimos', 'al', 'cerrito', 'de', 'san', 'cristóbal', 'de', 'las', 'casas', 'con', 'miguel', 'flatow', 'un', 'chiapaneco', 'que', 'triunfó', 'en', 'cannes', 'con', 'su', 'ópera', 'prima', 'va', 'por', 'diego', 'en', 'la', 'categoría', 'mejor', 'filme', 'realizado', 'con', 'celular', 'la', 'cultura', 'es', 'un', 'derecho']"
46,"con sus manos sabias, las mujeres indigenas tejen sueños y esperanzas. 
con cada puntada o movimiento de telar, nuestra identidad se enlaza.
mujeres guardianas del legado, con sus textiles, mantienen vivo el corazón de chiapas y de méxico.","['con', 'sus', 'manos', 'sabias', 'las', 'mujeres', 'indigenas', 'tejen', 'sueños', 'y', 'esperanzas', 'con', 'cada', 'puntada', 'o', 'movimiento', 'de', 'telar', 'nuestra', 'identidad', 'se', 'enlaza', 'mujeres', 'guardianas', 'del', 'legado', 'con', 'sus', 'textiles', 'mantienen', 'vivo', 'el', 'corazón', 'de', 'chiapas', 'y', 'de', 'méxico']"
47,"¡bienvenida siempre, chiapas es su casa, doctora","['bienvenida', 'siempre', 'chiapas', 'es', 'su', 'casa', 'doctora']"
48,"en villacorzo, en la región de la fraylesca en chiapas el cariño y amor por nuestro movimiento es de corazón puro. no vamos a defraudar nunca.","['en', 'villacorzo', 'en', 'la', 'región', 'de', 'la', 'fraylesca', 'en', 'chiapas', 'el', 'cariño', 'y', 'amor', 'por', 'nuestro', 'movimiento', 'es', 'de', 'corazón', 'puro', 'no', 'vamos', 'a', 'defraudar', 'nunca']"
49,"en san cristóbal la transformación avanza con alegría y pasión, la llegada de la dra.","['en', 'san', 'cristóbal', 'la', 'transformación', 'avanza', 'con', 'alegría', 'y', 'pasión', 'la', 'llegada', 'de', 'la', 'dra']"
50,"es un honor tenerla en nuestro bello estado, el corazón de chiapas está con usted, querida doctora.","['es', 'un', 'honor', 'tenerla', 'en', 'nuestro', 'bello', 'estado', 'el', 'corazón', 'de', 'chiapas', 'está', 'con', 'usted', 'querida', 'doctora']"
51,1,['1']
52,"¡bienvenida a chiapas, querida dra. claudia sheinbaum!","['bienvenida', 'a', 'chiapas', 'querida', 'dra', 'claudia', 'sheinbaum']"
53,¡ya es viernes! tuvimos una semana bastante movida y es porque estamos preparando todo para la visita de la dra. claudia sheinbaum el día de mañana.,"['ya', 'es', 'viernes', 'tuvimos', 'una', 'semana', 'bastante', 'movida', 'y', 'es', 'porque', 'estamos', 'preparando', 'todo', 'para', 'la', 'visita', 'de', 'la', 'dra', 'claudia', 'sheinbaum', 'el', 'día', 'de', 'mañana']"
54,estamos en vivo con césar cancino en entrevista para cckmóvil. ¡conéctense!,"['estamos', 'en', 'vivo', 'con', 'césar', 'cancino', 'en', 'entrevista', 'para', 'cckmóvil', 'conéctense']"
55,estamos muy contentas y contentos por la llegada de la dra.,"['estamos', 'muy', 'contentas', 'y', 'contentos', 'por', 'la', 'llegada', 'de', 'la', 'dra']"
56,"¡estamos de estreno con pako andrade en noticias canal 33, su primer programa de muchos y de grandes éxitos!","['estamos', 'de', 'estreno', 'con', 'pako', 'andrade', 'en', 'noticias', 'canal', '33', 'su', 'primer', 'programa', 'de', 'muchos', 'y', 'de', 'grandes', 'éxitos']"
57,"uno de los grandes tesoros de nuestro hermoso estado de chiapas, es su población pluricultural sustentada originalmente en sus pueblos indígenas a lo largo y ancho del territorio.","['uno', 'de', 'los', 'grandes', 'tesoros', 'de', 'nuestro', 'hermoso', 'estado', 'de', 'chiapas', 'es', 'su', 'población', 'pluricultural', 'sustentada', 'originalmente', 'en', 'sus', 'pueblos', 'indígenas', 'a', 'lo', 'largo', 'y', 'ancho', 'del', 'territorio']"
58,"dos grandes en la historia de la transformación en méxico, la dra.","['dos', 'grandes', 'en', 'la', 'historia', 'de', 'la', 'transformación', 'en', 'méxico', 'la', 'dra']"
59,qué buena plática con,"['qué', 'buena', 'plática', 'con']"
60,"| me encuentro al aire para ultimátum digital, en entrevista, hablamos sobre los desafíos a los que se enfrenta chiapas. ¡conéctense!","['me', 'encuentro', 'al', 'aire', 'para', 'ultimátum', 'digital', 'en', 'entrevista', 'hablamos', 'sobre', 'los', 'desafíos', 'a', 'los', 'que', 'se', 'enfrenta', 'chiapas', 'conéctense']"
61,"entrevista | estamos en vivo con miguel ballinas, hablamos del futuro de chiapas  y del trabajo legislativo que he realizado en el","['entrevista', 'estamos', 'en', 'vivo', 'con', 'miguel', 'ballinas', 'hablamos', 'del', 'futuro', 'de', 'chiapas', 'y', 'del', 'trabajo', 'legislativo', 'que', 'he', 'realizado', 'en', 'el']"
62,la economía moral es la posibilidad de impulsar el crecimiento sin dejar de trabajar para los que menos tienen.,"['la', 'economía', 'moral', 'es', 'la', 'posibilidad', 'de', 'impulsar', 'el', 'crecimiento', 'sin', 'dejar', 'de', 'trabajar', 'para', 'los', 'que', 'menos', 'tienen']"
63,"fuerte sismo, preliminar de 6.4. se activan los protocolos de protección civil, si hay daños, o alguien requiere de atención médica, reporta.","['fuerte', 'sismo', 'preliminar', 'de', '6', '4', 'se', 'activan', 'los', 'protocolos', 'de', 'protección', 'civil', 'si', 'hay', 'daños', 'o', 'alguien', 'requiere', 'de', 'atención', 'médica', 'reporta']"
64,"la cultura y la recreación forma parte indispensable en la construcción de cada individuo, pero también enriquece cuando del alma se trata.","['la', 'cultura', 'y', 'la', 'recreación', 'forma', 'parte', 'indispensable', 'en', 'la', 'construcción', 'de', 'cada', 'individuo', 'pero', 'también', 'enriquece', 'cuando', 'del', 'alma', 'se', 'trata']"
65,"¡aquí nos vemos el sábado, querida doctora!","['aquí', 'nos', 'vemos', 'el', 'sábado', 'querida', 'doctora']"
66,todo lo que algunos dijeron que iba a ocurrir si ganaba el presidente lópez obrador resultó falso. hasta la oposición tiene que aceptar que nuestro país está mejor que antes. esta semana vamos a hablar de los logros en economía a nivel nacional y en la ciudad de méxico.,"['todo', 'lo', 'que', 'algunos', 'dijeron', 'que', 'iba', 'a', 'ocurrir', 'si', 'ganaba', 'el', 'presidente', 'lópez', 'obrador', 'resultó', 'falso', 'hasta', 'la', 'oposición', 'tiene', 'que', 'aceptar', 'que', 'nuestro', 'país', 'está', 'mejor', 'que', 'antes', 'esta', 'semana', 'vamos', 'a', 'hablar', 'de', 'los', 'logros', 'en', 'economía', 'a', 'nivel', 'nacional', 'y', 'en', 'la', 'ciudad', 'de', 'méxico']"
67,acompañé en su celebración por el doceavo aniversario de industriales de la tortilla “somos chiapas” a mujeres y hombres de trabajo arduo con causa social que en su labor contribuyen para llevar hasta nuestras mesas un producto tan rico y diverso como la tortilla.,"['acompañé', 'en', 'su', 'celebración', 'por', 'el', 'doceavo', 'aniversario', 'de', 'industriales', 'de', 'la', 'tortilla', 'somos', 'chiapas', 'a', 'mujeres', 'y', 'hombres', 'de', 'trabajo', 'arduo', 'con', 'causa', 'social', 'que', 'en', 'su', 'labor', 'contribuyen', 'para', 'llevar', 'hasta', 'nuestras', 'mesas', 'un', 'producto', 'tan', 'rico', 'y', 'diverso', 'como', 'la', 'tortilla']"
68,"vivimos la magia, el cariño y el compromiso de suchiapa para hacer de chiapas un estado de derecho con mejores oportunidades.","['vivimos', 'la', 'magia', 'el', 'cariño', 'y', 'el', 'compromiso', 'de', 'suchiapa', 'para', 'hacer', 'de', 'chiapas', 'un', 'estado', 'de', 'derecho', 'con', 'mejores', 'oportunidades']"
69,"¡gracias a todas y todos los maestros por su gran empeño y vocación durante este ciclo escolar!
su convicción por la enseñanza forma parte del despertar de las nuevas conciencias.","['gracias', 'a', 'todas', 'y', 'todos', 'los', 'maestros', 'por', 'su', 'gran', 'empeño', 'y', 'vocación', 'durante', 'este', 'ciclo', 'escolar', 'su', 'convicción', 'por', 'la', 'enseñanza', 'forma', 'parte', 'del', 'despertar', 'de', 'las', 'nuevas', 'conciencias']"
70,"para que siga la cuarta transformación: 
¡estamos contigo, claudia!","['para', 'que', 'siga', 'la', 'cuarta', 'transformación', 'estamos', 'contigo', 'claudia']"
71,"la información nunca antes había sido tan rápida y efectiva como lo es en estos tiempos. 

¡muchas gracias a las y los periodistas por darme la oportunidad de conocerles! hoy los medios digitales son parte fundamental en la forma de comunicar.","['la', 'información', 'nunca', 'antes', 'había', 'sido', 'tan', 'rápida', 'y', 'efectiva', 'como', 'lo', 'es', 'en', 'estos', 'tiempos', 'muchas', 'gracias', 'a', 'las', 'y', 'los', 'periodistas', 'por', 'darme', 'la', 'oportunidad', 'de', 'conocerles', 'hoy', 'los', 'medios', 'digitales', 'son', 'parte', 'fundamental', 'en', 'la', 'forma', 'de', 'comunicar']"
72,entrevista | estamos al aire a través de “méxico hoy” por el 94.7 de fm,"['entrevista', 'estamos', 'al', 'aire', 'a', 'través', 'de', 'méxico', 'hoy', 'por', 'el', '94', '7', 'de', 'fm']"
73,"entrevista | estamos en vivo en “la nueva fm” con joel cruz 
¡sintoniza 94.7 de fm!","['entrevista', 'estamos', 'en', 'vivo', 'en', 'la', 'nueva', 'fm', 'con', 'joel', 'cruz', 'sintoniza', '94', '7', 'de', 'fm']"
74,"la comunicación siempre ha sido fundamental en los procesos de transformación. 

agradezco a la asociación nacional de locutores, chiapas y a sus integrantes por esta mesa de diálogo y confianza.","['la', 'comunicación', 'siempre', 'ha', 'sido', 'fundamental', 'en', 'los', 'procesos', 'de', 'transformación', 'agradezco', 'a', 'la', 'asociación', 'nacional', 'de', 'locutores', 'chiapas', 'y', 'a', 'sus', 'integrantes', 'por', 'esta', 'mesa', 'de', 'diálogo', 'y', 'confianza']"
75,quiero felicitar a mis amigas y amigos del,"['quiero', 'felicitar', 'a', 'mis', 'amigas', 'y', 'amigos', 'del']"
76,¡felicidades en su 47 aniversario a las y los colaboradores del,"['felicidades', 'en', 'su', '47', 'aniversario', 'a', 'las', 'y', 'los', 'colaboradores', 'del']"
77,"con mucho cariño y respeto, te mando un fuerte abrazo y celebro tu vida, querida","['con', 'mucho', 'cariño', 'y', 'respeto', 'te', 'mando', 'un', 'fuerte', 'abrazo', 'y', 'celebro', 'tu', 'vida', 'querida']"
78,1.394,"['1', '394']"
79,¡fuerte sismo en,"['fuerte', 'sismo', 'en']"
80,mostrar más,"['mostrar', 'más']"
81,2/2,"['2', '2']"
82,*1a actualización,"['1a', 'actualización']"
83,¡feliz aniversario a todas y todos los colaboradores del,"['feliz', 'aniversario', 'a', 'todas', 'y', 'todos', 'los', 'colaboradores', 'del']"
84,"en tonalá, chiapas recordamos la importancia de la organización para la defensa de la transformación.  son muy pocos los que quieren volver al pasado, son millones de mexicanos y mexicanas que quieren que continúen las políticas que brindan bienestar al pueblo de méxico.","['en', 'tonalá', 'chiapas', 'recordamos', 'la', 'importancia', 'de', 'la', 'organización', 'para', 'la', 'defensa', 'de', 'la', 'transformación', 'son', 'muy', 'pocos', 'los', 'que', 'quieren', 'volver', 'al', 'pasado', 'son', 'millones', 'de', 'mexicanos', 'y', 'mexicanas', 'que', 'quieren', 'que', 'continúen', 'las', 'políticas', 'que', 'brindan', 'bienestar', 'al', 'pueblo', 'de', 'méxico']"
85,"chiapas, me los llevo en el corazón","['chiapas', 'me', 'los', 'llevo', 'en', 'el', 'corazón']"
86,"lamento el sensible fallecimiento de don porfirio muñoz ledo, cuya trayectoria política sembró cambios trascendentes para la historia democrática de nuestro país. dep","['lamento', 'el', 'sensible', 'fallecimiento', 'de', 'don', 'porfirio', 'muñoz', 'ledo', 'cuya', 'trayectoria', 'política', 'sembró', 'cambios', 'trascendentes', 'para', 'la', 'historia', 'democrática', 'de', 'nuestro', 'país', 'dep']"
87,¡las y los chiapanecos estamos convencidos de que la transformación sigue con,"['las', 'y', 'los', 'chiapanecos', 'estamos', 'convencidos', 'de', 'que', 'la', 'transformación', 'sigue', 'con']"
88,¡en chiapas es,"['en', 'chiapas', 'es']"
89,¡en chiapas amanecimos con la visita de la dra.,"['en', 'chiapas', 'amanecimos', 'con', 'la', 'visita', 'de', 'la', 'dra']"
90,"llegamos a chiapas, estado con enorme riqueza natural y cultural, sus 12 lenguas, cosmovisiones, religiones y culturas. llegamos al chiapas histórico, de lucha, resistencia y dignidad. es un honor, estar en chiapas hoy.","['llegamos', 'a', 'chiapas', 'estado', 'con', 'enorme', 'riqueza', 'natural', 'y', 'cultural', 'sus', '12', 'lenguas', 'cosmovisiones', 'religiones', 'y', 'culturas', 'llegamos', 'al', 'chiapas', 'histórico', 'de', 'lucha', 'resistencia', 'y', 'dignidad', 'es', 'un', 'honor', 'estar', 'en', 'chiapas', 'hoy']"
91,"¡aquí la esperamos, doctora!","['aquí', 'la', 'esperamos', 'doctora']"
92,¡la transformación del país sigue con la 4t!,"['la', 'transformación', 'del', 'país', 'sigue', 'con', 'la', '4t']"
93,¡el,['el']
94,"de 1955 las mujeres mexicanas votan por primera vez en elecciones federales. 

desde el","['de', '1955', 'las', 'mujeres', 'mexicanas', 'votan', 'por', 'primera', 'vez', 'en', 'elecciones', 'federales', 'desde', 'el']"
95,"¡ni el sol, ni la lluvia nos detuvo para celebrar 5 años de la victoria del pueblo!","['ni', 'el', 'sol', 'ni', 'la', 'lluvia', 'nos', 'detuvo', 'para', 'celebrar', '5', 'años', 'de', 'la', 'victoria', 'del', 'pueblo']"
96,"¡gracias, pueblo!","['gracias', 'pueblo']"
97,en,['en']
98,|  inaugura senadora,"['inaugura', 'senadora']"
99,"con todo mi cariño y admiración, para la amiga solidaria, la mujer de retos y metas cumplidas. por un año más de bendiciones y éxitos. 
¡feliz cumpleaños,","['con', 'todo', 'mi', 'cariño', 'y', 'admiración', 'para', 'la', 'amiga', 'solidaria', 'la', 'mujer', 'de', 'retos', 'y', 'metas', 'cumplidas', 'por', 'un', 'año', 'más', 'de', 'bendiciones', 'y', 'éxitos', 'feliz', 'cumpleaños']"
100,cerramos mi visita por,"['cerramos', 'mi', 'visita', 'por']"
101,"es momento de seguir caminando juntas, trabajando para visibilizar nuestros derechos y empoderando a las chiapanecas.","['es', 'momento', 'de', 'seguir', 'caminando', 'juntas', 'trabajando', 'para', 'visibilizar', 'nuestros', 'derechos', 'y', 'empoderando', 'a', 'las', 'chiapanecas']"
